StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q4.1,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.1,Q7.2,Q7.3_2,Q7.3_3,Q7.3_4,Q7.3_5,Q8.1,Q8.2_1,Q8.2_2,Q8.3_1,Q8.3_2,Q8.4_1,Q8.4_2,Q8.5_1,Q8.5_2,Q8.6_1,Q8.6_2,Q8.7_1,Q8.7_2,Q8.8_1,Q8.8_2,Q8.9_1,Q8.9_2,Q8.10_1,Q8.10_2,Q8.11,Q8.12,Q8.13,Q8.14,Q8.15,Q8.15_6_TEXT,Q9.1_1,Q9.1_2,Q9.1_3,Q9.1_4,Q9.1_5,Q9.2_1,Q9.2_2,Q9.2_3,Q9.2_4,Q9.2_5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q10.6,Q10.7,Q10.8,Q10.8_4_TEXT,Q10.9,Q10.10,Q10.11,Q10.11_10_TEXT,Q10.12,Q76_4,Q76_5,Q76_6,Q76_7,Q76_8,Q76_9,Q76_10,aid
10/22/2023 23:15,10/22/2023 23:26,IP Address,100,706,TRUE,10/22/2023 23:26,R_2OVbvq5wyxmc55X,,,,,anonymous,EN,CONSENT,10453 Crotona -Tremont (Bronx),Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 50% chance of $100 (50% chance of $0),500,150,200,150,My work or school involved both remote and in-person from March through December 2020,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,...were never something I would have considered doing in 2020.,I was sick but it was not a confirmed case of COVID,I was able to remain completely isolated for the recommended time,,,,I always wore it when I left home,I always wore it when I left home,When places were crowded,When most people were masking,Only in places that forced it,"Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Things will be about the same,I usually had access but there were some extended outages,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1999,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Hispanic,,10463 Kingsbridge - Riverdale (Bronx),,,,,,,,6535e532-140a-5534-aa60-5dfd4d30a8d7
10/22/2023 23:29,10/22/2023 23:31,IP Address,100,113,TRUE,10/22/2023 23:31,R_urdZurhpXiSH4CR,,,,,anonymous,EN,CONSENT,10004 Lower Manhattan (Manhattan),Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $510 in 24 months (2 years),A 75% chance of $67 (25% chance of $0),1000,0,0,0,My work or school involved both remote and in-person from March through December 2020,Do not know,Disagree,Strongly disagree,Strongly disagree,Do not know,Do not know,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,...were something I considered but none were available near me.,I was sick but it was not a confirmed case of COVID,I stayed at home but had some contact with those I live with,,There were no delivery services for things I needed,,I never left home in this period,Indoors,Indoors,When most people were masking,When most people were masking,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Weekly,Once or twice a month,"Rarely, when it could not be avoided",Things will be somewhat worse,I usually had access but there were some extended outages,I had to take on some debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,I generally pay off the interest but not the balance,1995,Woman,,Secondary school (high school),Employed full-time (25+ hours per week),Black or African-American,,10001 Chelsea - Clinton (Manhattan),,,,,,,,6535e877-6381-2b22-81a0-f09ace5dca31
10/22/2023 23:35,10/22/2023 23:37,IP Address,100,124,TRUE,10/22/2023 23:37,R_3QVtrI1SOMmY7cH,,,,,anonymous,EN,CONSENT,10029 East Harlem (Manhattan),Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $550 in 12 months,Paying $500 right now,,,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6535e9b3-0015-789a-ea59-cf23ed591f33
10/22/2023 23:35,10/22/2023 23:54,IP Address,100,1114,TRUE,10/22/2023 23:54,R_2tnXvt0i1G5aKZ3,,,,,anonymous,EN,CONSENT,11234 Canarsie - Flatlands (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $750 in 24 months (2 years),Guaranteed $50,0,500,200,300,My work or school was entirely remote from March through December 2020,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,...were never something I would have considered doing in 2020.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,Things will be somewhat worse,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became somewhat worse,I pay off any balances every month,1964,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10003 Union Square - Lower East Side (Manhattan),,,,,,,,2272819080
10/22/2023 23:58,10/23/2023 0:08,IP Address,100,585,TRUE,10/23/2023 0:08,R_1F8qJGnHAjocQly,,,,,anonymous,EN,CONSENT,10304 Stapleton - St. George (Staten Island),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $500 right now,,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,250,250,250,250,My work or school was entirely remote from March through December 2020,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,,,Agree,Strongly agree,...were available near me but I did not attend.,Yes,I was able to remain completely isolated for the recommended time,,,,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,Only in places that forced it,Only in places that forced it,Weekly,"Rarely, when it could not be avoided",Multiple times each week,Once or twice a month,Weekly,Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off any balances every month,1987,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),"Black or African-American,White",,10304 Stapleton - St. George (Staten Island),,,,,,,,6535ef72-65cc-901e-4667-5e5cba8e136d
10/23/2023 0:13,10/23/2023 0:20,IP Address,100,412,TRUE,10/23/2023 0:20,R_p6iESSrzIrVx1o5,,,,,anonymous,EN,CONSENT,10029 East Harlem (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,500,100,200,200,My work or school was entirely in-person from March through December 2020,Do not know,Do not know,Strongly disagree,Agree,Agree,Agree,Do not know,Disagree,Agree,Strongly disagree,Do not know,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,,,...were something I considered but none were available near me.,Yes,I was able to remain completely isolated for the recommended time,,,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When most people were masking,I never left home in this period,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",The same as before the pandemic,Weekly,"Rarely, when it could not be avoided",Things will be much worse,I had to find public spaces to access internet,I had to take on a lot of debt to pay my bills,I am unable to pay all of my bills,My financial situation became somewhat worse,I pay off any balances every month,1994,Woman,,Graduate (Masters or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10029 East Harlem (Manhattan),,,,,,,,6535f2cf-d282-49d2-0a40-24e4c6292a7d
10/22/2023 23:42,10/23/2023 0:27,IP Address,100,2682,TRUE,10/23/2023 0:27,R_33rJWMZ8kamqL4q,,,,,anonymous,EN,CONSENT,10029 East Harlem (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,300,200,300,200,My work or school was entirely in-person from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,,,...were available near me but I did not attend.,No,,I could have stayed at home but would have had some contact with those I live with,It was not possible for me to remain at home due to work/family/care/personal obligations,,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,"Rarely, when it could not be avoided",Never,Things will be much better,I always had access through my provider,I paid off my bills but was not able to save,I have to take on some debt to pay my bills,My financial situation became somewhat better,I make the minimum payment and the interest is charged,1989,Woman,,Secondary school (high school),Employed part-time (less than 25 hours per week),Hispanic,,10029 East Harlem (Manhattan),,,,,,,,6535eb81-6235-9d25-3dda-37e655a73df1
10/23/2023 0:19,10/23/2023 0:29,IP Address,100,641,TRUE,10/23/2023 0:29,R_2Y4l62UfCZeNcBv,,,,,anonymous,EN,CONSENT,11226 East Flatbush - Flatbush (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $6000 in 12 months,,,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,0,300,700,0,My work or school was entirely remote from March through December 2020,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,,Agree,Disagree,...were available near me and I attended occasionally (1-2 times per month).,No,,I would have had to go out on multiple occasions even if other people were out,Delivery services were too expensive,,Only in places that forced it,I always wore it when I left home,"Indoors,When places were crowded","Indoors,When places were crowded","Indoors,When places were crowded","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Weekly,Things will be about the same,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,1984,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,11212 Bedford Stuyvesant - Crown Heights (Brooklyn),,,,,,,,2272838230
10/23/2023 0:23,10/23/2023 0:39,IP Address,100,934,TRUE,10/23/2023 0:39,R_1rrKVtno0RkFqM9,,,,,anonymous,EN,CONSENT,10304 Stapleton - St. George (Staten Island),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $7500 in 12 months,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,300,400,300,0,My work or school was entirely remote from March through December 2020,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,,,Disagree,Disagree,...were never something I would have considered doing in 2020.,Yes,I stayed at home but had some contact with those I live with,,"I lived with other people in a home where it was not possible to isolate,Other people were in my home for some of the time",,I never wore a mask when I left home,When most people were masking,When most people were masking,When most people were masking,Only in places that forced it,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,Things will be somewhat better,I always had access through my provider,I paid off my bills but was not able to save,I can pay off my bills but am not able to save,My financial situation became somewhat worse,I pay off any balances every month,1996,Woman,,Secondary school (high school),Not in paid employment (looking for work),"Black or African-American,Hispanic",,,,,,,,,,6535f53d-b37e-b55f-4db3-0de0718f5431
10/23/2023 1:01,10/23/2023 1:05,IP Address,100,252,TRUE,10/23/2023 1:05,R_1Nt3LB4fY1qAPra,,,,,anonymous,EN,CONSENT,11101 Long Island City - Astoria (Queens),Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $550 in 24 months (2 years),A 50% chance of $100 (50% chance of $0),400,100,100,400,My work or school was entirely remote from March through December 2020,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,...were available near me but I did not attend.,No,,I could have stayed at home but would have had some contact with those I live with,I lived with other people in a home where it was not possible to isolate,,I never left home in this period,I never left home in this period,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,Never,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Once or twice a month,Things will be somewhat worse,I always had access through my provider,"All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much worse,I pay off any balances every month,1987,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),White,,10167 Gramercy Park - Murray Hill (Manhattan),,,,,,,,6535fe24-ba68-eb7b-3500-02f3bd6f09d6
10/23/2023 1:04,10/23/2023 1:15,IP Address,100,678,TRUE,10/23/2023 1:15,R_1dmCxdgd10xAX7z,,,,,anonymous,EN,CONSENT,10463 Kingsbridge - Riverdale (Bronx),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),Guaranteed $50,200,500,0,300,I was not working or studying  from March through December 2020,Agree,Agree,Do not know,Do not know,Disagree,Disagree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,,,,,...were available near me but I did not attend.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,When places were crowded,When places were crowded,When places were crowded,I never left home in this period,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be somewhat better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat better,I never purchase anything on credit or take on debt,1995,Man,,Secondary school (high school),Not in paid employment (looking for work),Black or African-American,,,,,,,,,,6535fed5-7fd0-89d4-ff19-33a51cbc97df
10/23/2023 1:26,10/23/2023 1:27,IP Address,100,47,TRUE,10/23/2023 1:27,R_DG0jtf0ziDKl8Fr,,,,,anonymous,EN,CONSENT,11207 East New York (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $500 right now,,,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653603ce-3825-679b-dc31-3cfa6fb03ca1
10/23/2023 1:50,10/23/2023 1:53,IP Address,100,190,TRUE,10/23/2023 1:53,R_2B2L2kJ7Btacn8o,,,,,anonymous,EN,CONSENT,10005 Lower Manhattan (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $510 in 12 months,,PASS,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $750 in 24 months (2 years),A 75% chance of $67 (25% chance of $0),200,200,300,300,My work or school involved both remote and in-person from March through December 2020,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,...were available near me and I attended occasionally (1-2 times per month).,No,,I would have (had to) continue my normal routine and regularly had contact with others,Delivery services were too expensive,,When most people were masking,Indoors,I never wore a mask when I left home,Indoors,Indoors,Weekly,Once or twice a month,Multiple times each week,Once or twice a month,Multiple times each week,Things will be somewhat better,I had to find public spaces to access internet,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1999,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10005 Lower Manhattan (Manhattan),,,,,,,,6536096d-77c3-9d70-832c-0d3eb233f666
10/23/2023 1:47,10/23/2023 2:01,IP Address,100,859,TRUE,10/23/2023 2:01,R_6oneH6n6EWEF2al,,,,,anonymous,EN,CONSENT,10473 Pelham - Throgs Neck (Bronx),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",Receiving $500 in 12 months (1 year),A 75% chance of $67 (25% chance of $0),500,0,500,0,My work or school was entirely remote from March through December 2020,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Agree,,,Strongly agree,Strongly agree,...were available near me but I did not attend.,Yes,I stayed at home but had some contact with those I live with,,I lived with other people in a home where it was not possible to isolate,,I always wore it when I left home,"Only in places that forced it,When places were crowded",Only in places that forced it,Only in places that forced it,I never wore a mask when I left home,Never,Never,Weekly,Multiple times each week,The same as before the pandemic,Things will be much better,I always had access through my provider,I was unable to pay all of my bills,I am unable to pay all of my bills,My financial situation became much worse,I make the minimum payment and the interest is charged,1998,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),"Black or African-American,Hispanic",,10473 Pelham - Throgs Neck (Bronx),,,,,,,,653608e8-e9ca-6a06-4374-9d9a4d18cdea
10/23/2023 2:38,10/23/2023 2:44,IP Address,100,321,TRUE,10/23/2023 2:44,R_qWNxJaVY6cRJ4LD,,,,,anonymous,EN,CONSENT,10009 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,200,200,400,200,My work or school was entirely in-person from March through December 2020,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,,,...were available near me and I attended occasionally (1-2 times per month).,No,,I could have isolated for the entire recommended time,,,Indoors,Only in places that forced it,Only in places that forced it,"Indoors,When places were crowded",When most people were masking,Weekly,"Rarely, when it could not be avoided",Weekly,Once or twice a month,Weekly,Things will be somewhat worse,I usually had access but there were some extended outages,I had to take on a lot of debt to pay my bills,I have to take on some debt to pay my bills,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,2001,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,10002 Union Square - Lower East Side (Manhattan),,,,,,,,653614f4-88aa-486f-6eae-f0560269dd32
10/23/2023 2:42,10/23/2023 2:47,IP Address,100,313,TRUE,10/23/2023 2:47,R_3nJxGTesogvRn4f,,,,,anonymous,EN,CONSENT,11226 East Flatbush - Flatbush (Brooklyn),Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5000 right now,Receiving $5000 right now,Receiving $5000 right now,,,"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),Guaranteed $50,300,300,200,200,My work or school involved both remote and in-person from March through December 2020,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,...were available near me and I attended occasionally (1-2 times per month).,No,,I could have stayed at home but would have had some contact with those I live with,"Delivery services were too expensive,It was not possible for me to remain at home due to work/family/care/personal obligations",,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Multiple times each week,Multiple times each week,Weekly,Multiple times each week,The same as before the pandemic,Things will be much better,I always had access through my provider,I paid off my bills and saved a small amount,I can pay off my bills and save a small amount,My financial situation became somewhat better,I pay off much of the balance,1998,Man,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Black or African-American,,11226 East Flatbush - Flatbush (Brooklyn),,,,,,,,653613e9-3c05-fc84-d702-ee5fd146b151
10/23/2023 4:13,10/23/2023 4:14,IP Address,100,101,TRUE,10/23/2023 4:14,R_O8UJ6qJVpK4tjbP,,,,,anonymous,EN,CONSENT,10460 Crotona -Tremont (Bronx),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65362b07-fdc2-81d4-2085-290d89ae5e02
10/23/2023 4:15,10/23/2023 4:35,IP Address,100,1207,TRUE,10/23/2023 4:35,R_sw1cB55stVEGAHT,,,,,anonymous,EN,CONSENT,11234 Canarsie - Flatlands (Brooklyn),Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,PASS,Receiving $5500 in 12 months,,,Receiving $5000 right now,,"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500",Receiving $500 in 12 months (1 year),A 25% chance of $200 (75% chance of $0),0,500,500,0,I was not working or studying  from March through December 2020,Do not know,Do not know,Do not know,Do not know,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,,,,,...were never something I would have considered doing in 2020.,No,,I could have isolated for the entire recommended time,,,I always wore it when I left home,I always wore it when I left home,Only in places that forced it,Only in places that forced it,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,Things will be about the same,I did not have access at home and had to use it elsehwere,I had to take on a lot of debt to pay my bills,I have to take on some debt to pay my bills,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,1960,Woman,,Graduate (Masters or equivalent),Not in paid employment (unable to work due to health/personal reasons),"White,Other",Italian,,,,,,,,,65362b4f-b435-690b-e78a-415fe4cc11d1
10/23/2023 4:44,10/23/2023 4:44,IP Address,100,26,TRUE,10/23/2023 4:44,R_O3vJMe9HbjGCGmR,,,,,anonymous,EN,CONSENT,10003 Union Square - Lower East Side (Manhattan),Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65363251-e9f8-dcc5-21e6-311061ab4ccc
10/23/2023 4:47,10/23/2023 4:54,IP Address,100,466,TRUE,10/23/2023 4:54,R_vjXDwLSpi5NIXPH,,,,,anonymous,EN,CONSENT,11206 Williamsburg - Bushwick (Brooklyn),Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,PASS,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",Receiving $505 in 24 months (2 years),Guaranteed $50,0,0,900,100,My work or school was entirely remote from March through December 2020,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,,,Strongly agree,Strongly agree,...were available near me and I attended occasionally (1-2 times per month).,No,,I would have (had to) continue my normal routine and regularly had contact with others,"I lived with other people in a home where it was not possible to isolate,It was not possible for me to remain at home due to work/family/care/personal obligations",,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Things will be somewhat better,I usually had access but there were some extended outages,I paid off my bills and saved a small amount,"All my bills get paid off each month and I have enough to save, invest, or spend freely",My financial situation became much better,I pay off any balances every month,2000,Woman,,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),Hispanic,,11209 Bensonhurst - Bay Ridge (Brooklyn),,,,,,,,653632df-23e4-7c20-abbc-ba0a48533fe3
