"","ResponseId","zipcode","Gain550","Gain600","Gain750","Gain510","Gain505","Pay550","Pay600","Pay750","Pay510","Pay505","Gain5500","Gain6000","Gain7500","Gain5100","Gain5050","Common_difference","loss_gain_1","loss_loss_1","loss_gain_2","loss_loss_2","loss_gain_3","loss_loss_3","alloc_debt","alloc_spend","alloc_save","alloc_invest","work_situation","agency_pub_trans_avail","agency_pub_trans_realistic","agency_uber_avail","agency_uber_realistic","agency_delivery_avail","agency_delivery_realistic","agency_grocery_avail","agency_grocery_realistic","agency_pharma_avail","agency_pharma_realistic","agency_docs_avail","agency_docs_realistic","agency_online_avail","agency_online_realistic","agency_IP_safe_avail","agency_IP_safe_realistic","agency_remote_avail","agency_remote_realistic","no_crowds","covid","covid_isolate_reality","covid_isolate_imagine","covid_no_isolate","covid_no_isolate_text","mask_march2020","mask_spring2020","mask_summer2020","mask_fall2020","mask_winter2020","indoor_march2020","indoor_spring2020","indoor_summer2020","indoor_fall2020","indoor_winter2020","expectation","internet_access","bills_2020","bills_current","financial_2020","situation_debt","Gender","EducationCompleted","Employment","Ethnic","Ethnic_text","work_zipcode","Age","Risk_preference"
"483","R_1kY98YVxA7jAjW6","10005 Lower Manhattan (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","300","200","300","200","My work or school was entirely remote from March through December 2020","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree",NA,NA,"Strongly agree","Strongly agree","...were available near me but I did not attend.","Yes","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate",NA,"When most people were masking","When places were crowded","I always wore it when I left home","I never wore a mask when I left home","Only in places that forced it","Weekly","Multiple times each week","The same as before the pandemic","Multiple times each week","The same as before the pandemic","Things will be much better","I had to use a hotspot to access the internet","I had to take on some debt to pay my bills","I can pay off my bills but am not able to save","My financial situation became much better","I make the minimum payment and the interest is charged","Male","Vocational school","Employed full-time (25+ hours per week)","Black or African-American",NA,"10002 Union Square - Lower East Side (Manhattan)",35,1
"484","R_2pXn3vr45Z1A1L7","10025 Upper West Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","200","200","500","My work or school was entirely remote from March through December 2020","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree",NA,NA,"Strongly agree","Strongly agree","...were never something I would have considered doing in 2020.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I never left home in this period","I never left home in this period","I never left home in this period","I never left home in this period","I never left home in this period","Never","Never","Never","Never","Never","Things will be much better","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills but am not able to save","My financial situation became somewhat worse","I pay off much of the balance","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10025 Upper West Side (Manhattan)",37,0
"485","R_2ZWEGcGZLzhuhpf","10025 Upper West Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5500 in 12 months",NA,NA,"Receiving $5000 right now",NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","100","100","300","My work or school involved both remote and in-person from March through December 2020","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","...were available near me and I attended weekly.","No",NA,"I could have stayed at home but would have had some contact with those I live with","Delivery services were too expensive",NA,"When places were crowded","When places were crowded","Indoors","When places were crowded","Indoors","Multiple times each week","The same as before the pandemic","Multiple times each week","Multiple times each week","Multiple times each week","Things will be somewhat better","I only had internet access on my phone","I paid off my bills but was not able to save","I can pay off my bills but am not able to save","My financial situation became somewhat better","I make the minimum payment and the interest is charged","Male","MBA","Employed full-time (25+ hours per week)","White",NA,"10035 East Harlem (Manhattan)",46,0
"486","R_2TAlBbHzy2CR1Wa","11206 Williamsburg - Bushwick (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","250","250","250","250","My work or school was entirely remote from March through December 2020","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree",NA,NA,"Strongly agree","Strongly agree","...were available near me but I did not attend.","Yes","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate",NA,"I always wore it when I left home","I always wore it when I left home","When most people were masking","When most people were masking","When most people were masking","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Once or twice a month","Once or twice a month","Things will be somewhat better","I always had access through my provider","I had to take on some debt to pay my bills","I can pay off my bills and save a small amount","My financial situation became somewhat worse","I pay off much of the balance","Male","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","Hispanic",NA,"11206 Williamsburg - Bushwick (Brooklyn)",35,0
"487","R_3HHdR4KSDdNXRSx","10025 Upper West Side (Manhattan)","Receiving $500 right now","Receiving $600 in 12 months",NA,NA,NA,"Paying $500 right now",NA,NA,"Paying $510 in 12 months",NA,"Receiving $5500 in 12 months",NA,NA,"Receiving $5000 right now",NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","1000","0","0","0","My work or school involved both remote and in-person from March through December 2020","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Disagree","...were never something I would have considered doing in 2020.","Yes","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate",NA,"Only in places that forced it","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Weekly","Never","Never","Once or twice a month","Never","Things will be much worse","I always had access through my provider","I had to take on some debt to pay my bills","I have to take on some debt to pay my bills","My financial situation became somewhat worse","My debts increase beyond what I earn in a given month","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"11217 Downtown - Heights - Slope (Brooklyn)",65,0
"488","R_6WjBajBZvJVqJyN","11226 East Flatbush - Flatbush (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $750 in 12 months",NA,NA,"Receiving $5500 in 12 months",NA,NA,"Receiving $5100 in 12 months","Receiving $5050 in 12 months","Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","0","500","500","0","I was not working or studying  from March through December 2020","Do not know","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,NA,NA,"...were available near me and I attended daily or almost daily.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Weekly","Weekly","Weekly","Weekly","Weekly","Things will be about the same","I usually had access but there were some extended outages","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became much better","I never purchase anything on credit or take on debt","Female","College or university (Bachelor or equivalent)","Not in paid employment (by choice)","Black or African-American",NA,NA,38,0
"489","R_1dyPcnmVzi3tCU1","10452 High Bridge - Morrisania (Bronx)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $505 in 12 months","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","200","100","400","300","My work or school was entirely in-person from March through December 2020","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree",NA,NA,"...were available near me and I attended once.","I was sick but it was not a confirmed case of COVID","I was able to remain completely isolated for the recommended time",NA,NA,NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Only in places that forced it","I always wore it when I left home","Once or twice a month","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be much better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became much better","I never purchase anything on credit or take on debt","Male","Secondary school (high school)","Full-time student","Black or African-American",NA,"10460 Crotona -Tremont (Bronx)",21,0
"490","R_VLvyDJwPB3uIwBH","11206 Williamsburg - Bushwick (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $6000 in 12 months",NA,NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","200","200","300","My work or school involved both remote and in-person from March through December 2020","Agree","Disagree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Disagree","Agree","Strongly disagree","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Strongly agree","...were never something I would have considered doing in 2020.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I never left home in this period","I never left home in this period","I never left home in this period","Only in places that forced it","When most people were masking","Multiple times each week","Multiple times each week","Multiple times each week","Weekly","Once or twice a month","Things will be somewhat better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","My financial situation became somewhat better","I pay off much of the balance","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"11206 Williamsburg - Bushwick (Brooklyn)",36,1
"491","R_3sgEn5hihI6RxDZ","11206 Williamsburg - Bushwick (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $750 in 12 months",NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","200","300","300","200","My work or school involved both remote and in-person from March through December 2020","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","...were something I considered but none were available near me.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"Only in places that forced it,Indoors","Only in places that forced it,When most people were masking","Only in places that forced it,Indoors","When most people were masking,When places were crowded","When most people were masking,Indoors","Never","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be somewhat better","I always had access through my provider","I paid off my bills and saved a small amount","I can pay off my bills but am not able to save","My financial situation became somewhat worse","I make the minimum payment and the interest is charged","Male","Doctoral degree","Employed full-time (25+ hours per week)","White",NA,"11206 Williamsburg - Bushwick (Brooklyn)",41,0
"492","R_262NskGMiVvJ81X","10111 Chelsea - Clinton (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 90% chance of losing $4,500","100","300","200","400","My work or school involved both remote and in-person from March through December 2020","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","...were available near me and I attended weekly.","Yes","I stayed at home but had some contact with those I live with",NA,"There were no delivery services for things I needed,Delivery services were too expensive",NA,"When most people were masking,Indoors","Only in places that forced it,When most people were masking,When places were crowded","Only in places that forced it,When most people were masking,Indoors","When most people were masking,Indoors,When places were crowded","I always wore it when I left home","Multiple times each week","Weekly","Multiple times each week","Weekly","Weekly","Things will be much better","I always had access through my provider","I paid off my bills and saved a small amount","I can pay off my bills and save a small amount","My financial situation became much better","My debts increase beyond what I earn in a given month","Female","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10024 Upper West Side (Manhattan)",41,1
"493","R_1mPmDGsJ2UzVOmv","10025 Upper West Side (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $500 right now",NA,NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","200","200","200","400","My work or school involved both remote and in-person from March through December 2020","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Strongly agree","...were available near me and I attended occasionally (1-2 times per month).","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Rarely, when it could not be avoided","Once or twice a month","Weekly","Once or twice a month","Never","Things will be much better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","All my bills get paid off each month and I have enough to save, invest, or spend freely","There were no major impacts on my financial situation","I never purchase anything on credit or take on debt","Male","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"10025 Upper West Side (Manhattan)",45,2
"494","R_2dm9q7DmTAjIttg","10453 Crotona -Tremont (Bronx)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","500","500","0","0","I was not working or studying  from March through December 2020","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree",NA,NA,NA,NA,"...were never something I would have considered doing in 2020.","No",NA,"I could have mostly stayed at home but would have had to go out a few times (minimal contact with others)","I lived with other people in a home where it was not possible to isolate,It was not possible for me to remain at home due to work/family/care/personal obligations",NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Never","Never","Never","Never","Never","Things will be somewhat better","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills but am not able to save","My financial situation became somewhat worse","I never purchase anything on credit or take on debt","Female","Vocational school","Not in paid employment (unable to work due to health/personal reasons)","Black or African-American",NA,NA,59,0
"495","R_5hVJJQenwUYCz7P","11374 Ridgewood - Forest Hills (Queens)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","0","300","400","300","My work or school involved both remote and in-person from March through December 2020","Strongly disagree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Strongly disagree","Agree","Strongly disagree","Disagree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","...were never something I would have considered doing in 2020.","No",NA,"I would have (had to) continue my normal routine and regularly had contact with others","I lived with other people in a home where it was not possible to isolate",NA,"I never left home in this period","Only in places that forced it","Only in places that forced it","When most people were masking","When most people were masking","Multiple times each week","Multiple times each week","Multiple times each week","Multiple times each week","Multiple times each week","Things will be much worse","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills but am not able to save","There were no major impacts on my financial situation","I pay off any balances every month","Male","MBA","Employed full-time (25+ hours per week)","Asian",NA,"10017 Gramercy Park - Murray Hill (Manhattan)",36,0
"496","R_2uETlceatrlt6eV","11220 Sunset Park (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $500 right now",NA,NA,"Receiving $5000 right now","Receiving $6000 in 12 months",NA,NA,NA,"Receiving $750 in 24 months (2 years)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","200","300","200","300","My work or school involved both remote and in-person from March through December 2020","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","...were available near me but I did not attend.","No",NA,"I could have mostly stayed at home but would have had to go out a few times (minimal contact with others)","I lived with other people in a home where it was not possible to isolate,Delivery services were too expensive,It was not possible for me to remain at home due to work/family/care/personal obligations",NA,"Only in places that forced it,Indoors","When most people were masking","Only in places that forced it,When places were crowded","I never wore a mask when I left home","When most people were masking","Once or twice a month","Multiple times each week","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Multiple times each week","Things will be much better","I always had access through my provider","I paid off my bills but was not able to save","I can pay off my bills and save a small amount","My financial situation became much worse","I pay off much of the balance","Male","Doctoral degree","Employed full-time (25+ hours per week)","White",NA,"11220 Sunset Park (Brooklyn)",39,3
"497","R_3r3aUvlp06EJoaM","10029 East Harlem (Manhattan)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","200","200","250","350","I was not working or studying  from March through December 2020","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree",NA,NA,NA,NA,"...were available near me and I attended occasionally (1-2 times per month).","No",NA,"I would have had to go out on multiple occasions even if other people were out","I lived with other people in a home where it was not possible to isolate",NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","The same as before the pandemic","Multiple times each week","Multiple times each week","The same as before the pandemic","Multiple times each week","Things will be somewhat worse","I only had internet access on my phone","I was unable to pay all of my bills","I can pay off my bills but am not able to save","My financial situation became somewhat worse","I pay off any balances every month","Female","College or university (Bachelor or equivalent)","Click to write Choice 7","Asian",NA,"10029 East Harlem (Manhattan)",41,1
"498","R_2cC1my9uLFsto1x","11220 Sunset Park (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $600 in 12 months","Paying $750 in 12 months",NA,NA,"Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","1000","0","0","0","My work or school was entirely remote from March through December 2020","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Disagree","Strongly agree","Strongly agree",NA,NA,"Strongly agree","Strongly agree","...were never something I would have considered doing in 2020.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"When most people were masking","When most people were masking","When most people were masking","When most people were masking","When most people were masking","Never","Never","Never","Never","Never","Things will be much better","I always had access through my provider","All my bills were paid off each month and I have enough to save, invest, or spend freely","I have to take on a lot of debt to pay my bills","My financial situation became somewhat better","My debts increase beyond what I earn in a given month","Male","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","Prefer not to answer",NA,"10018 Chelsea - Clinton (Manhattan)",41,0
"499","R_2wayh9Z5LDWMaHK","11203 East Flatbush - Flatbush (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $5000 right now",NA,NA,"Receiving $500 in 12 months (1 year)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 45% chance of receiving $9,000","A 90% chance of losing $4,500","500","500","0","0","My work or school was entirely remote from March through December 2020","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Disagree","Strongly disagree","Disagree","Disagree","Strongly disagree","Strongly disagree","Disagree",NA,NA,"Strongly disagree","Disagree","...were available near me and I attended once.","Yes","I was able to remain completely isolated for the recommended time",NA,NA,NA,"I never wore a mask when I left home","When most people were masking","Only in places that forced it","When places were crowded","Indoors","Rarely, when it could not be avoided","Once or twice a month","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Things will be somewhat worse","I usually had access but there were some extended outages","I had to take on some debt to pay my bills","I have to take on some debt to pay my bills","My financial situation became somewhat worse","I generally pay off the interest but not the balance","Female","College or university (Bachelor or equivalent)","Employed part-time (less than 25 hours per week)","Black or African-American",NA,"11203 East Flatbush - Flatbush (Brooklyn)",39,0
"500","R_p4uZq9QrpjeJRjX","11226 East Flatbush - Flatbush (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $750 in 12 months",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5500 in 12 months",NA,NA,"Receiving $5000 right now",NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","0","200","800","0","My work or school was entirely remote from March through December 2020","Agree","Agree","Disagree","Disagree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree",NA,NA,"Agree","Strongly agree","...were available near me and I attended multiple times each week.","No",NA,"I could have isolated for the entire recommended time",NA,NA,"I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Indoors","Indoors","Never","Never","Rarely, when it could not be avoided","Once or twice a month","Once or twice a month","Things will be somewhat better","I usually had access but there were some extended outages","All my bills were paid off each month and I have enough to save, invest, or spend freely","I can pay off my bills and save a small amount","My financial situation became much better","I pay off any balances every month","Female","Graduate (Masters or equivalent)","Employed full-time (25+ hours per week)","White",NA,"11226 East Flatbush - Flatbush (Brooklyn)",31,3
"501","R_2qarNJfqCgqRggb","10302 Port Richmond (Staten Island)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $500 right now",NA,NA,"Paying $500 right now","Paying $500 right now","Receiving $5000 right now","Receiving $5000 right now","Receiving $7500 in 12 months",NA,NA,"Receiving $500 in 12 months (1 year)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","1000","0","0","0","My work or school was entirely in-person from March through December 2020","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,NA,"...were something I considered but none were available near me.","No",NA,"I could have stayed at home but would have had some contact with those I live with","There were no delivery services for things I needed",NA,"When most people were masking","When most people were masking","When most people were masking","When most people were masking","When most people were masking","Rarely, when it could not be avoided","Multiple times each week","Once or twice a month","Weekly","Multiple times each week","Things will be somewhat worse","I had to find public spaces to access internet","I had to take on some debt to pay my bills","I have to take on some debt to pay my bills","There were no major impacts on my financial situation","I pay off much of the balance","Female","College or university (Bachelor or equivalent)","Full-time student","Asian,White",NA,"Outside New York City (nowhere in the five boroughs)",22,4
"502","R_CaxOV5OtpRirbgd","11206 Williamsburg - Bushwick (Brooklyn)","Receiving $500 right now","Receiving $500 right now","Receiving $500 right now",NA,NA,"Paying $550 in 12 months","Paying $500 right now",NA,NA,NA,"Receiving $5000 right now","Receiving $6000 in 12 months",NA,NA,NA,"Receiving $750 in 24 months (2 years)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","250","500","250","0","My work or school involved both remote and in-person from March through December 2020","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","...were available near me and I attended occasionally (1-2 times per month).","I was sick but it was not a confirmed case of COVID","I stayed at home but had some contact with those I live with",NA,"I lived with other people in a home where it was not possible to isolate",NA,"When most people were masking","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","I always wore it when I left home","Rarely, when it could not be avoided","Never","Never","Rarely, when it could not be avoided","Never","Things will be somewhat worse","I usually had access but there were some extended outages","I had to take on some debt to pay my bills","I can pay off my bills but am not able to save","My financial situation became somewhat worse","I pay off any balances every month","Female","College or university (Bachelor or equivalent)","Employed full-time (25+ hours per week)","White",NA,"11206 Williamsburg - Bushwick (Brooklyn)",27,0
