ResponseId,zipcode,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,score,presbias,absolmag,gainloss,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,gain_bias,loss_bias,loss_aversion_scores,total_avail,total_realistic,num_items,rescale_avail,rescale_realistic,agency,agency_pub_trans_avail,agency_pub_trans_realistic,agency_uber_avail,agency_uber_realistic,agency_delivery_avail,agency_delivery_realistic,agency_grocery_avail,agency_grocery_realistic,agency_pharma_avail,agency_pharma_realistic,agency_docs_avail,agency_docs_realistic,agency_online_avail,agency_online_realistic,agency_IP_safe_avail,agency_IP_safe_realistic,agency_remote_avail,agency_remote_realistic,regulated_agency,regulated_tdscores,regulated_loss,zipcode_5,ZCTA,MODZCTA,ZCTA_str,zip_code,Value,Count,modzcta_count,mod_idx,expectation_num,internet_num,financial_2020_num,financial_now_num,financial_change_num,credit_debt_num,age_num,gender_num,education_num,employment_num,race_num,destination,financials,alloc_debt_scaled,alloc_spend_scaled,alloc_save_scaled,alloc_invest_scaled,age_num_scaled,expectation_num_scaled,financial_2020_num_scaled,financial_now_num_scaled,financial_change_num_scaled,credit_debt_num_scaled,education_num_scaled,employment_num_scaled,financials_scaled
R_1QcHnaULob0hBXA,10025 Upper West Side (Manhattan),700,100,200,0,84,0,9,0,0,0,1,1,1,1,1,1,3,3,6,10.0,6.0,18,8.88888888888889,5.333333333333333,14.222222222222221,2,2,1,-1,1,-1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,72.22222222222221,56.25,100.0,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,2.0,6.0,3.0,2.0,2.0,2.0,85.0,1.0,5.0,0.0,3.0,10025 Upper West Side (Manhattan),7.0,70.0,10.0,20.0,0.0,94.02985074626865,25.0,40.0,20.0,25.0,20.0,66.66666666666667,0.0,28.571428571428573
R_1QFK6lwRH2Pbgp9,10025 Upper West Side (Manhattan),100,500,200,200,46,0,8,0,0,0,1,0,0,0,1,0,2,0,2,3.0,9.0,14,3.4285714285714284,10.285714285714286,13.714285714285715,2,2,1,2,-2,1,1,-1,-1,1,1,2,1,2,,,,,71.42857142857143,50.0,33.333333333333336,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,4.0,6.0,5.0,5.0,4.0,6.0,47.0,-1.0,5.0,6.0,3.0,10031 Washington Heights (Manhattan),14.0,10.0,50.0,20.0,20.0,37.3134328358209,75.0,80.0,80.0,75.0,100.0,66.66666666666667,100.0,78.57142857142857
R_1qgHxHYg1qeZl2J,10456 High Bridge - Morrisania (Bronx),300,300,200,200,23,0,6,0,0,0,1,1,0,0,1,1,2,2,4,-13.0,-1.0,16,-13.0,-1.0,-14.0,-2,2,-2,-2,-2,-1,-2,-1,-2,0,1,1,-2,1,-2.0,-1.0,,,28.125,37.5,66.66666666666667,10456.0,10456,10456,10456,10456.0,10456 High Bridge - Morrisania (Bronx),3.0,3.0,20,4.0,6.0,1.0,2.0,2.0,1.0,24.0,1.0,4.0,6.0,5.0,10456 High Bridge - Morrisania (Bronx),5.0,30.0,30.0,20.0,20.0,2.985074626865672,75.0,0.0,20.0,25.0,0.0,50.0,100.0,14.285714285714286
R_1Qi830lX6N0VRWC,11433 Jamaica (Queens),500,250,150,100,57,0,11,0,0,1,1,1,0,1,1,1,2,3,5,7.0,2.0,14,8.0,2.2857142857142856,10.285714285714285,1,1,1,-2,1,-1,1,1,1,1,1,1,1,1,,,,,66.07142857142857,68.75,83.33333333333333,11433.0,11433,11433,11433,11433.0,11433 Jamaica (Queens),38.0,38.0,148,3.0,4.0,4.0,4.0,2.0,2.0,58.0,1.0,2.0,2.0,2.0,,10.0,50.0,25.0,15.0,10.0,53.73134328358209,50.0,60.0,60.0,25.0,20.0,16.666666666666668,33.333333333333336,50.0
R_1QKhgKlauBISgR0,11236 Canarsie - Flatlands (Brooklyn),300,0,300,400,22,0,16,0,0,0,1,1,1,1,1,1,3,3,6,2.0,3.0,16,2.0,3.0,5.0,1,2,1,-1,-2,1,1,1,1,1,-2,-1,1,-1,,,1.0,1.0,57.8125,100.0,100.0,11236.0,11236,11236,11236,11236.0,11236 Canarsie - Flatlands (Brooklyn),6.0,6.0,50,3.0,2.0,3.0,2.0,3.0,3.0,23.0,-1.0,3.0,4.0,2.0,10007 Lower Manhattan (Manhattan),8.0,30.0,0.0,30.0,40.0,1.492537313432836,50.0,40.0,20.0,50.0,40.0,33.333333333333336,66.66666666666667,35.714285714285715
R_1QmZr5WE05koIwx,10304 Stapleton - St. George (Staten Island),0,500,500,0,59,2,6,1,0,0,0,1,0,0,0,1,0,2,2,7.0,6.0,18,6.222222222222222,5.333333333333333,11.555555555555555,-1,-1,0,0,1,0,1,1,1,1,1,1,2,2,1.0,1.0,1.0,1.0,68.05555555555556,37.5,33.333333333333336,10304.0,10304,10304,10304,10304.0,10304 Stapleton - St. George (Staten Island),33.0,33.0,169,3.0,6.0,6.0,6.0,3.0,6.0,60.0,1.0,4.0,5.0,3.0,11201 Downtown - Heights - Slope (Brooklyn),15.0,0.0,50.0,50.0,0.0,56.71641791044776,50.0,100.0,100.0,50.0,100.0,50.0,83.33333333333333,85.71428571428571
R_1QuOp3zBoctNGJn,11373 West Queens (Queens),0,0,1000,0,28,0,11,0,0,1,1,0,1,1,1,1,3,2,5,2.0,3.0,18,1.7777777777777777,2.6666666666666665,4.444444444444445,-1,2,0,0,0,0,0,0,0,0,1,0,2,1,-2.0,-2.0,2.0,2.0,56.94444444444444,68.75,83.33333333333333,11373.0,11373,11373,11373,11373.0,11373 West Queens (Queens),2.0,2.0,116,4.0,5.0,3.0,6.0,5.0,5.0,29.0,-1.0,5.0,1.0,4.0,,14.0,0.0,0.0,100.0,0.0,10.447761194029852,75.0,40.0,100.0,100.0,80.0,66.66666666666667,16.666666666666668,78.57142857142857
R_1rAmJcr29tT8Kyx,10002 Union Square - Lower East Side (Manhattan),200,200,100,500,36,2,15,0,0,1,1,0,0,0,1,1,2,1,3,-3.0,13.0,18,-2.6666666666666665,11.555555555555555,8.88888888888889,-2,2,-1,2,-1,1,1,2,-2,2,-1,2,-1,-1,2.0,1.0,2.0,2.0,63.888888888888886,93.75,50.0,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,3.0,4.0,5.0,4.0,5.0,2.0,37.0,1.0,5.0,6.0,3.0,10002 Union Square - Lower East Side (Manhattan),14.0,20.0,20.0,10.0,50.0,22.388059701492537,50.0,80.0,60.0,100.0,20.0,66.66666666666667,100.0,78.57142857142857
R_1rBzbpsDNy1SD5G,11234 Canarsie - Flatlands (Brooklyn),500,100,200,200,34,0,10,1,0,1,1,1,0,1,1,1,2,3,5,1.0,-4.0,16,1.0,-4.0,-3.0,-2,-2,1,-1,1,1,0,-2,-1,-1,-2,-2,2,1,,,2.0,2.0,45.3125,62.5,83.33333333333333,11234.0,11234,11234,11234,11234.0,11234 Canarsie - Flatlands (Brooklyn),99.0,99.0,49,5.0,6.0,1.0,5.0,3.0,4.0,35.0,1.0,4.0,6.0,2.0,11206 Williamsburg - Bushwick (Brooklyn),9.0,50.0,10.0,20.0,20.0,19.402985074626866,100.0,0.0,80.0,50.0,60.0,50.0,100.0,42.857142857142854
R_1rCEBx1rk0ItD7X,10002 Union Square - Lower East Side (Manhattan),200,500,200,100,40,4,11,0,0,1,0,1,0,1,0,1,0,3,3,7.0,11.0,14,8.0,12.571428571428571,20.57142857142857,1,2,1,1,1,1,1,2,1,2,1,1,1,2,,,,,82.14285714285714,68.75,50.0,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,5.0,6.0,2.0,3.0,5.0,1.0,41.0,-1.0,5.0,6.0,3.0,10002 Union Square - Lower East Side (Manhattan),10.0,20.0,50.0,20.0,10.0,28.35820895522388,100.0,20.0,40.0,100.0,0.0,66.66666666666667,100.0,50.0
R_1riZHLUhnXIs6RC,11415 Southwest Queens (Queens),1000,0,0,0,39,0,7,1,0,1,0,1,1,1,1,1,2,3,5,1.0,3.0,16,1.0,3.0,4.0,2,1,-2,-2,1,-1,-1,1,-1,1,1,1,-1,1,2.0,1.0,,,56.25,43.75,83.33333333333333,11415.0,11415,11415,11415,11415.0,11415 Southwest Queens (Queens),2.0,2.0,138,4.0,4.0,2.0,2.0,2.0,2.0,40.0,-1.0,4.0,6.0,3.0,10005 Lower Manhattan (Manhattan),6.0,100.0,0.0,0.0,0.0,26.865671641791046,75.0,20.0,20.0,25.0,20.0,50.0,100.0,21.428571428571427
R_1rjDqOMKVpG5cfM,11234 Canarsie - Flatlands (Brooklyn),400,200,250,150,29,0,13,0,1,1,1,1,1,1,1,1,3,3,6,12.0,8.0,14,13.714285714285714,9.142857142857142,22.857142857142854,1,1,2,1,2,1,1,1,2,1,2,2,2,1,,,,,85.71428571428571,81.25,100.0,11234.0,11234,11234,11234,11234.0,11234 Canarsie - Flatlands (Brooklyn),99.0,99.0,49,5.0,6.0,1.0,2.0,2.0,5.0,30.0,1.0,1.0,5.0,5.0,11234 Canarsie - Flatlands (Brooklyn),5.0,40.0,20.0,25.0,15.0,11.940298507462687,100.0,0.0,20.0,25.0,80.0,0.0,83.33333333333333,14.285714285714286
R_1rJHxSuoaXmRq7Z,10029 East Harlem (Manhattan),500,250,250,0,25,0,11,0,0,1,1,1,1,1,1,1,3,3,6,15.0,15.0,16,15.0,15.0,30.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,,,96.875,68.75,100.0,10029.0,10029,10029,10029,10029.0,10029 East Harlem (Manhattan),108.0,108.0,72,5.0,6.0,6.0,1.0,1.0,1.0,26.0,1.0,4.0,4.0,2.0,10029 East Harlem (Manhattan),8.0,50.0,25.0,25.0,0.0,5.970149253731344,100.0,100.0,0.0,0.0,0.0,50.0,66.66666666666667,35.714285714285715
R_1rjlDjcYAL56aHa,10026 Central Harlem - Morningside Heights (Manhattan),200,200,300,300,27,0,16,0,0,0,1,1,0,1,1,1,2,3,5,2.0,-8.0,16,2.0,-8.0,-6.0,-1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,,,1.0,-1.0,40.625,100.0,83.33333333333333,10026.0,10026,10026,10026,10026.0,10026 Central Harlem - Morningside Heights (Manhattan),1.0,1.0,68,1.0,6.0,2.0,1.0,1.0,3.0,28.0,-1.0,4.0,4.0,2.0,10035 East Harlem (Manhattan),4.0,20.0,20.0,30.0,30.0,8.955223880597014,0.0,20.0,0.0,0.0,40.0,50.0,66.66666666666667,7.142857142857143
R_1rNxGAaeB6DB9lJ,11234 Canarsie - Flatlands (Brooklyn),1000,0,0,0,60,4,6,0,0,0,1,0,0,1,0,0,1,1,2,5.0,6.0,14,5.714285714285714,6.857142857142857,12.571428571428571,-1,-1,0,0,1,1,1,2,1,1,1,1,2,2,,,,,69.64285714285714,37.5,33.333333333333336,11234.0,11234,11234,11234,11234.0,11234 Canarsie - Flatlands (Brooklyn),99.0,99.0,49,3.0,6.0,6.0,4.0,4.0,6.0,61.0,1.0,5.0,3.0,3.0,,14.0,100.0,0.0,0.0,0.0,58.208955223880594,50.0,100.0,60.0,75.0,100.0,66.66666666666667,50.0,78.57142857142857
R_1romdr3FePhUq68,11206 Williamsburg - Bushwick (Brooklyn),800,100,100,0,54,0,11,0,0,1,1,1,1,0,1,1,3,2,5,8.0,2.0,14,9.142857142857142,2.2857142857142856,11.428571428571427,2,2,1,-1,1,-1,1,1,1,1,1,1,1,-1,,,,,67.85714285714286,68.75,83.33333333333333,11206.0,11206,11206,11206,11206.0,11206 Williamsburg - Bushwick (Brooklyn),75.0,75.0,59,4.0,6.0,4.0,4.0,3.0,4.0,55.0,-1.0,3.0,6.0,2.0,11206 Williamsburg - Bushwick (Brooklyn),11.0,80.0,10.0,10.0,0.0,49.25373134328358,75.0,60.0,60.0,50.0,60.0,33.333333333333336,100.0,57.142857142857146
R_1rqPPhxRdQz32Sm,10025 Upper West Side (Manhattan),100,200,400,300,31,3,11,0,0,1,0,1,0,0,1,0,1,1,2,6.0,7.0,18,5.333333333333333,6.222222222222222,11.555555555555555,-2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1.0,1.0,1.0,1.0,68.05555555555556,68.75,33.333333333333336,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,4.0,6.0,4.0,5.0,4.0,2.0,32.0,1.0,4.0,6.0,3.0,10025 Upper West Side (Manhattan),13.0,10.0,20.0,40.0,30.0,14.925373134328359,75.0,60.0,80.0,75.0,20.0,50.0,100.0,71.42857142857143
R_1rqskotb14MSQ2h,10007 Lower Manhattan (Manhattan),50,500,450,0,45,1,10,0,0,0,0,1,0,0,1,1,1,2,3,-2.0,-1.0,14,-2.2857142857142856,-1.1428571428571428,-3.4285714285714284,-2,-2,-2,-2,1,1,1,1,-2,-1,1,1,1,1,,,,,44.642857142857146,62.5,50.0,10007.0,10007,10007,10007,10007.0,10007 Lower Manhattan (Manhattan),12.0,13.0,102,4.0,6.0,1.0,3.0,1.0,4.0,46.0,-1.0,2.0,0.0,2.0,11226 East Flatbush - Flatbush (Brooklyn),5.0,5.0,50.0,45.0,0.0,35.82089552238806,75.0,0.0,40.0,0.0,60.0,16.666666666666668,0.0,14.285714285714286
R_1rrKVtno0RkFqM9,10304 Stapleton - St. George (Staten Island),300,400,300,0,27,0,15,0,1,0,1,1,1,1,1,0,3,2,5,8.0,9.0,16,8.0,9.0,17.0,1,1,1,1,1,1,2,1,1,2,1,2,2,2,,,-1.0,-1.0,76.5625,93.75,83.33333333333333,10304.0,10304,10304,10304,10304.0,10304 Stapleton - St. George (Staten Island),33.0,33.0,169,4.0,6.0,4.0,4.0,2.0,6.0,28.0,1.0,2.0,1.0,5.0,,10.0,30.0,40.0,30.0,0.0,8.955223880597014,75.0,60.0,60.0,25.0,100.0,16.666666666666668,16.666666666666668,50.0
R_1rwDCNriljtLP8m,10002 Union Square - Lower East Side (Manhattan),200,200,300,300,38,1,10,1,0,1,1,0,1,0,1,0,3,0,3,13.0,11.0,14,14.857142857142858,12.571428571428571,27.42857142857143,2,2,2,2,2,2,1,2,2,1,2,1,2,1,,,,,92.85714285714286,62.5,50.0,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,5.0,6.0,1.0,1.0,5.0,1.0,39.0,-1.0,7.0,6.0,3.0,10002 Union Square - Lower East Side (Manhattan),7.0,20.0,20.0,30.0,30.0,25.37313432835821,100.0,0.0,0.0,100.0,0.0,100.0,100.0,28.571428571428573
R_1rxJ5rLYoIYriGO,10025 Upper West Side (Manhattan),0,1000,0,0,38,0,13,0,0,0,1,0,0,0,1,1,2,1,3,5.0,7.0,16,5.0,7.0,12.0,2,1,-1,-1,-1,1,1,2,1,1,1,1,1,1,,,1.0,1.0,68.75,81.25,50.0,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,3.0,4.0,4.0,4.0,4.0,2.0,39.0,-1.0,3.0,6.0,2.0,10025 Upper West Side (Manhattan),12.0,0.0,100.0,0.0,0.0,25.37313432835821,50.0,60.0,60.0,75.0,20.0,33.333333333333336,100.0,64.28571428571429
R_1TinlaQlMbiDlcZ,11433 Jamaica (Queens),0,500,500,0,53,4,11,0,0,1,1,0,1,0,1,1,3,1,4,3.0,8.0,16,3.0,8.0,11.0,2,2,-1,1,-1,1,1,1,1,1,1,2,-1,-1,1.0,1.0,,,67.1875,68.75,66.66666666666667,11433.0,11433,11433,11433,11433.0,11433 Jamaica (Queens),38.0,38.0,148,3.0,3.0,5.0,5.0,3.0,5.0,54.0,-1.0,2.0,5.0,2.0,11104 Long Island City - Astoria (Queens),13.0,0.0,50.0,50.0,0.0,47.76119402985075,50.0,80.0,80.0,50.0,80.0,16.666666666666668,83.33333333333333,71.42857142857143
R_1Xq9kX4zsWLrSCt,11220 Sunset Park (Brooklyn),250,250,500,0,25,0,16,0,0,0,1,0,0,0,1,1,2,1,3,8.0,8.0,16,8.0,8.0,16.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1.0,1.0,75.0,100.0,50.0,11220.0,11220,11220,11220,11220.0,11220 Sunset Park (Brooklyn),57.0,57.0,39,3.0,6.0,5.0,4.0,3.0,5.0,26.0,-1.0,2.0,1.0,1.0,,12.0,25.0,25.0,50.0,0.0,5.970149253731344,50.0,80.0,60.0,50.0,80.0,16.666666666666668,16.666666666666668,64.28571428571429
R_1XQjK65vJvRVOKJ,10453 Crotona -Tremont (Bronx),300,50,600,50,42,0,12,0,0,0,1,1,1,1,1,1,3,3,6,4.0,2.0,16,4.0,2.0,6.0,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,1,,,1.0,1.0,59.375,75.0,100.0,10453.0,10453,10453,10453,10453.0,10453 Crotona -Tremont (Bronx),73.0,73.0,15,5.0,6.0,6.0,6.0,3.0,6.0,43.0,1.0,3.0,6.0,3.0,10453 Crotona -Tremont (Bronx),15.0,30.0,5.0,60.0,5.0,31.34328358208955,100.0,100.0,100.0,50.0,100.0,33.333333333333336,100.0,85.71428571428571
R_1zi1ahbhFw1pXPP,10473 Pelham - Throgs Neck (Bronx),300,200,500,0,41,0,14,0,1,1,1,0,0,0,1,1,2,1,3,10.0,5.0,16,10.0,5.0,15.0,1,-1,2,-1,2,1,-1,1,1,1,1,1,2,1,,,2.0,2.0,73.4375,87.5,50.0,10473.0,10473,10473,10473,10473.0,10473 Pelham - Throgs Neck (Bronx),66.0,66.0,14,4.0,6.0,5.0,2.0,3.0,3.0,42.0,1.0,4.0,6.0,4.0,10065 Upper East Side (Manhattan),10.0,30.0,20.0,50.0,0.0,29.850746268656717,75.0,80.0,20.0,50.0,40.0,50.0,100.0,50.0
R_1zQa0sNkAyazUXf,11235 Coney Island - Sheepshead Bay (Brooklyn),200,300,300,200,24,2,7,0,0,0,0,0,0,0,1,1,1,1,2,-3.0,-8.0,18,-2.6666666666666665,-7.111111111111111,-9.777777777777777,-1,-2,-1,-2,-1,0,-2,0,-2,1,1,-1,1,-2,1.0,-1.0,1.0,-1.0,34.72222222222222,43.75,33.333333333333336,11235.0,11235,11235,11235,11235.0,11235 Coney Island - Sheepshead Bay (Brooklyn),2.0,2.0,58,1.0,6.0,3.0,2.0,4.0,5.0,25.0,-1.0,4.0,6.0,2.0,11224 Coney Island - Sheepshead Bay (Brooklyn),9.0,20.0,30.0,30.0,20.0,4.477611940298507,0.0,40.0,20.0,75.0,80.0,50.0,100.0,42.857142857142854
R_1zvzUOZ6ZNANVjH,10029 East Harlem (Manhattan),200,300,200,300,40,2,11,1,0,0,0,1,0,1,0,1,0,3,3,18.0,18.0,18,16.0,16.0,32.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,100.0,68.75,50.0,10029.0,10029,10029,10029,10029.0,10029 East Harlem (Manhattan),108.0,108.0,72,5.0,5.0,5.0,4.0,4.0,4.0,41.0,-1.0,5.0,6.0,3.0,10029 East Harlem (Manhattan),13.0,20.0,30.0,20.0,30.0,28.35820895522388,100.0,80.0,60.0,75.0,60.0,66.66666666666667,100.0,71.42857142857143
R_20Oq0t8sMY23kJm,10025 Upper West Side (Manhattan),200,300,200,300,35,0,10,1,0,1,1,0,0,1,1,1,2,2,4,2.0,2.0,16,2.0,2.0,4.0,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,,,-1.0,-1.0,56.25,62.5,66.66666666666667,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,5.0,6.0,1.0,6.0,3.0,4.0,36.0,-1.0,5.0,6.0,3.0,10025 Upper West Side (Manhattan),10.0,20.0,30.0,20.0,30.0,20.895522388059703,100.0,0.0,100.0,50.0,60.0,66.66666666666667,100.0,50.0
R_20tAGPiBUrfRcAN,11234 Canarsie - Flatlands (Brooklyn),100,300,500,100,25,2,11,0,0,1,1,1,1,1,1,1,3,3,6,5.0,4.0,18,4.444444444444445,3.5555555555555554,8.0,-2,1,1,-1,1,1,1,1,2,-2,-1,-1,1,2,1.0,1.0,1.0,2.0,62.5,68.75,100.0,11234.0,11234,11234,11234,11234.0,11234 Canarsie - Flatlands (Brooklyn),99.0,99.0,49,4.0,6.0,3.0,4.0,4.0,4.0,26.0,1.0,4.0,6.0,2.0,11234 Canarsie - Flatlands (Brooklyn),11.0,10.0,30.0,50.0,10.0,5.970149253731344,75.0,40.0,60.0,75.0,60.0,50.0,100.0,57.142857142857146
R_20YBLkuKFpGrZ6h,10029 East Harlem (Manhattan),500,200,200,100,35,0,16,0,0,0,1,0,1,0,1,0,3,0,3,1.0,-3.0,18,0.8888888888888888,-2.6666666666666665,-1.7777777777777777,2,2,-2,-2,1,1,-2,-2,-1,-1,2,2,2,-2,-2.0,-2.0,1.0,1.0,47.22222222222222,100.0,50.0,10029.0,10029,10029,10029,10029.0,10029 East Harlem (Manhattan),108.0,108.0,72,4.0,4.0,4.0,2.0,2.0,2.0,36.0,-1.0,4.0,6.0,4.0,10032 Washington Heights (Manhattan),8.0,50.0,20.0,20.0,10.0,20.895522388059703,75.0,60.0,20.0,25.0,20.0,50.0,100.0,35.714285714285715
R_217hab5dxw0VFYI,11234 Canarsie - Flatlands (Brooklyn),40,9,9,942,28,3,12,0,0,0,1,1,1,1,1,0,3,2,5,5.0,6.0,14,5.714285714285714,6.857142857142857,12.571428571428571,-2,-1,1,-1,-1,0,1,2,2,2,2,2,2,2,,,,,69.64285714285714,75.0,83.33333333333333,11234.0,11234,11234,11234,11234.0,11234 Canarsie - Flatlands (Brooklyn),99.0,99.0,49,3.0,4.0,3.0,4.0,4.0,3.0,29.0,1.0,2.0,1.0,5.0,,11.0,4.0,0.9,0.9,94.2,10.447761194029852,50.0,40.0,60.0,75.0,40.0,16.666666666666668,16.666666666666668,57.142857142857146
R_21dl9pe3yJwOwqA,10002 Union Square - Lower East Side (Manhattan),600,0,400,0,38,0,12,0,0,0,1,0,1,0,1,0,3,0,3,7.0,7.0,14,8.0,8.0,16.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,75.0,75.0,50.0,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,3.0,6.0,4.0,2.0,2.0,2.0,39.0,1.0,4.0,5.0,1.0,10002 Union Square - Lower East Side (Manhattan),8.0,60.0,0.0,40.0,0.0,25.37313432835821,50.0,60.0,20.0,25.0,20.0,50.0,83.33333333333333,35.714285714285715
R_21dlqm2GbyWtxrz,11433 Jamaica (Queens),100,700,200,0,40,0,16,0,0,0,1,0,1,0,1,0,3,0,3,5.0,5.0,14,5.714285714285714,5.714285714285714,11.428571428571429,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,,,,,67.85714285714286,100.0,50.0,11433.0,11433,11433,11433,11433.0,11433 Jamaica (Queens),38.0,38.0,148,2.0,5.0,1.0,1.0,2.0,1.0,41.0,1.0,3.0,1.0,3.0,,4.0,10.0,70.0,20.0,0.0,28.35820895522388,25.0,0.0,0.0,25.0,0.0,33.333333333333336,16.666666666666668,7.142857142857143
R_21dNkYYFIdjtINu,10025 Upper West Side (Manhattan),300,250,300,150,39,0,11,0,0,0,1,1,1,0,1,1,3,2,5,1.0,-4.0,16,1.0,-4.0,-3.0,-1,-1,-1,-1,1,2,-1,-1,1,-1,1,-1,-1,-2,,,2.0,1.0,45.3125,68.75,83.33333333333333,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,4.0,6.0,6.0,5.0,3.0,6.0,40.0,1.0,5.0,6.0,3.0,10025 Upper West Side (Manhattan),14.0,30.0,25.0,30.0,15.0,26.865671641791046,75.0,100.0,80.0,50.0,100.0,66.66666666666667,100.0,78.57142857142857
R_21G5OvOdQoiLvZE,10025 Upper West Side (Manhattan),600,200,200,0,51,0,11,0,0,1,1,0,0,0,1,1,2,1,3,9.0,9.0,14,10.285714285714286,10.285714285714286,20.571428571428573,2,2,1,1,1,1,1,1,1,1,2,2,1,1,,,,,82.14285714285714,68.75,50.0,10025.0,10025,10025,10025,10025.0,10025 Upper West Side (Manhattan),134.0,134.0,76,3.0,6.0,4.0,4.0,3.0,4.0,52.0,1.0,5.0,6.0,3.0,10025 Upper West Side (Manhattan),11.0,60.0,20.0,20.0,0.0,44.776119402985074,50.0,60.0,60.0,50.0,60.0,66.66666666666667,100.0,57.142857142857146
R_21I0l5jKz1I3fAR,11226 East Flatbush - Flatbush (Brooklyn),0,0,0,1000,23,0,11,0,0,1,0,1,0,1,0,1,0,3,3,0.0,0.0,14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,50.0,68.75,50.0,11226.0,11226,11226,11226,11226.0,11226 East Flatbush - Flatbush (Brooklyn),92.0,92.0,48,5.0,3.0,1.0,6.0,5.0,4.0,24.0,-1.0,2.0,2.0,0.0,,12.0,0.0,0.0,0.0,100.0,2.985074626865672,100.0,0.0,100.0,100.0,60.0,16.666666666666668,33.333333333333336,64.28571428571429
R_21p96ephqV1igj6,10002 Union Square - Lower East Side (Manhattan),500,0,300,200,35,0,11,0,1,0,1,0,0,0,1,0,2,0,2,11.0,12.0,14,12.571428571428571,13.714285714285714,26.285714285714285,2,2,1,2,1,2,1,1,2,2,2,2,2,1,,,,,91.07142857142857,68.75,33.333333333333336,10002.0,10002,10002,10002,10002.0,10002 Union Square - Lower East Side (Manhattan),121.0,121.0,96,5.0,3.0,6.0,5.0,1.0,5.0,36.0,-1.0,2.0,2.0,4.0,,12.0,50.0,0.0,30.0,20.0,20.895522388059703,100.0,100.0,80.0,0.0,80.0,16.666666666666668,33.333333333333336,64.28571428571429
R_21v01c6I3GZwQAl,11220 Sunset Park (Brooklyn),600,100,300,0,27,0,11,0,0,1,1,1,0,1,1,1,2,3,5,-1.0,2.0,16,-1.0,2.0,1.0,-1,1,1,-1,0,0,-2,1,1,1,-2,-2,1,1,,,1.0,1.0,51.5625,68.75,83.33333333333333,11220.0,11220,11220,11220,11220.0,11220 Sunset Park (Brooklyn),57.0,57.0,39,2.0,6.0,1.0,3.0,1.0,3.0,28.0,1.0,4.0,6.0,5.0,11220 Sunset Park (Brooklyn),5.0,60.0,10.0,30.0,0.0,8.955223880597014,25.0,0.0,40.0,0.0,40.0,50.0,100.0,14.285714285714286
R_21ynuwPr1RcI9Vo,10466 Northeast Bronx (Bronx),300,200,300,200,21,0,7,0,0,0,0,1,0,1,1,1,1,3,4,12.0,8.0,16,12.0,8.0,20.0,2,1,1,-1,1,1,2,1,1,1,1,1,2,2,,,2.0,2.0,81.25,43.75,66.66666666666667,10466.0,10466,10466,10466,10466.0,10466 Northeast Bronx (Bronx),2.0,2.0,2,5.0,6.0,6.0,6.0,3.0,5.0,22.0,1.0,2.0,4.0,2.0,10466 Northeast Bronx (Bronx),15.0,30.0,20.0,30.0,20.0,0.0,100.0,100.0,100.0,50.0,80.0,16.666666666666668,66.66666666666667,85.71428571428571
