"","variable","x_original","fit","upper","lower"
"165...1797","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"166...1798","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"167...1799","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"168...1800","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"169...1801","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"170...1802","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"171...1803","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"172...1804","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"173...1805","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"174...1806","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"175...1807","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"176...1808","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"177...1809","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"178...1810","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"179...1811","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"180...1812","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"181...1813","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"182...1814","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"183...1815","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"184...1816","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"185...1817","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"186...1818","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"187...1819","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"188...1820","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"189...1821","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"190...1822","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"191...1823","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"192...1824","temporal_discounting_score",66.4141414141414,0.798640933522328,1.09830260991189,0.498979257132766
"193...1825","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"194...1826","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"195...1827","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"196...1828","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"197...1829","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"198...1830","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"199...1831","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"200...1832","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"201...1833","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"202...1834","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"203...1835","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"204...1836","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"205...1837","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"206...1838","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"207...1839","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"208...1840","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"209...1841","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"210...1842","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"211...1843","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"212...1844","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"213...1845","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"214...1846","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"215...1847","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"216...1848","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"217...1849","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"218...1850","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"219...1851","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"220...1852","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"221...1853","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"222...1854","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"223...1855","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"224...1856","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"225...1857","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"226...1858","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"227...1859","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"228...1860","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"229...1861","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"230...1862","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"231...1863","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"232...1864","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"233...1865","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"234...1866","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"235...1867","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"236...1868","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"237...1869","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"238...1870","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"239...1871","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"240...1872","temporal_discounting_score",68.75,0.826730015784995,1.1369311237586,0.51652890781139
"241...1873","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"242...1874","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"243...1875","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"244...1876","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"245...1877","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"246...1878","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"247...1879","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"248...1880","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"249...1881","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"250...1882","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"251...1883","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"252...1884","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"253...1885","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"254...1886","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"255...1887","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"256...1888","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"257...1889","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"258...1890","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"259...1891","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"260...1892","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"261...1893","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"262...1894","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"263...1895","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"264...1896","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"265...1897","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"266...1898","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"267...1899","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"268...1900","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"269...1901","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"270...1902","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"271...1903","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"272...1904","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"273...1905","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"274...1906","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"275...1907","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"276...1908","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"277...1909","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"278...1910","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"279...1911","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"280...1912","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"281...1913","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"282...1914","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"283...1915","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"284...1916","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"285...1917","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"286...1918","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"287...1919","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"288...1920","temporal_discounting_score",62.1212121212121,0.747017755309858,1.02730966554496,0.466725845074755
"289...1921","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"290...1922","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"291...1923","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"292...1924","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"293...1925","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"294...1926","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"295...1927","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"296...1928","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"297...1929","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"298...1930","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"299...1931","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"300...1932","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"301...1933","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"302...1934","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"303...1935","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"304...1936","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"305...1937","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"306...1938","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"307...1939","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"308...1940","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"309...1941","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"310...1942","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"311...1943","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"312...1944","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"313...1945","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"314...1946","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"315...1947","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"316...1948","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"317...1949","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"318...1950","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"319...1951","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"320...1952","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"321...1953","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"322...1954","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"323...1955","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"324...1956","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"325...1957","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"326...1958","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"327...1959","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"328...1960","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"329...1961","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"330...1962","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"331...1963","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"332...1964","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"333...1965","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"334...1966","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"335...1967","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"336...1968","temporal_discounting_score",69.6969696969697,0.838117481567158,1.15259133207483,0.523643631059481
"337...1969","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"338...1970","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"339...1971","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"340...1972","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"341...1973","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"342...1974","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"343...1975","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"344...1976","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"345...1977","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"346...1978","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"347...1979","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"348...1980","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"349...1981","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"350...1982","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"351...1983","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"352...1984","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"353...1985","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"354...1986","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"355...1987","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"356...1988","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"357...1989","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"358...1990","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"359...1991","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"360...1992","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"361...1993","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"362...1994","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"363...1995","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"364...1996","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"365...1997","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"366...1998","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"367...1999","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"368...2000","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"369...2001","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"370...2002","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"371...2003","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"372...2004","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"373...2005","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"374...2006","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"375...2007","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"376...2008","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"377...2009","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"378...2010","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"379...2011","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"380...2012","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"381...2013","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"382...2014","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"383...2015","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"384...2016","temporal_discounting_score",68.9393939393939,0.829007508941428,1.14006316542185,0.517951852461008
"385...2017","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"386...2018","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"387...2019","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"388...2020","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"389...2021","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"390...2022","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"391...2023","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"392...2024","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"393...2025","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"394...2026","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"395...2027","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"396...2028","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"397...2029","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"398...2030","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"399...2031","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"400...2032","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"401...2033","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"402...2034","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"403...2035","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"404...2036","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"405...2037","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"406...2038","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"407...2039","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"408...2040","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"409...2041","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"410...2042","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"411...2043","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"412...2044","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"413...2045","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"414...2046","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"415...2047","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"416...2048","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"417...2049","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"418...2050","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"419...2051","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"420...2052","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"421...2053","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"422...2054","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"423...2055","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"424...2056","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"425...2057","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"426...2058","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"427...2059","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"428...2060","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"429...2061","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"430...2062","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"431...2063","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"432...2064","temporal_discounting_score",67.8030303030303,0.815342550002833,1.12127091544237,0.509414184563299
"433...2065","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"434...2066","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"435...2067","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"436...2068","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"437...2069","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"438...2070","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"439...2071","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"440...2072","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"441...2073","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"442...2074","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"443...2075","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"444...2076","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"445...2077","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"446...2078","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"447...2079","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"448...2080","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"449...2081","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"450...2082","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"451...2083","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"452...2084","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"453...2085","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"454...2086","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"455...2087","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"456...2088","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"457...2089","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"458...2090","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
"459...2091","temporal_discounting_score",58.3333333333333,0.701467892181208,0.964668832280025,0.438266952082392
