"","variable","x_original","fit","upper","lower"
"197...1013","log_borough_case_count",7.38274644973891,-0.00917312121755749,-0.00588021564205046,-0.0124660267930645
"198...1014","log_borough_case_count",6.91671502035361,0.0146308664657124,0.0198764690600175,0.00938526387140743
"199...1015","log_borough_case_count",6.79794041297493,0.0206974554437065,0.0281140810744456,0.0132808298129674
"200...1016","log_borough_case_count",6.7696419768525,0.0221428296351457,0.0300768297790415,0.0142088294912499
"201...1017","log_borough_case_count",6.28599809450886,0.0468449610316417,0.0636234821588526,0.0300664399044308
"202...1018","log_borough_case_count",6.03787091992214,0.0595177905473394,0.0808344077284264,0.0382011733662524
"203...1019","log_borough_case_count",5.91620206260743,0.0657318544367818,0.0892737800978599,0.0421899287757038
"204...1020","log_borough_case_count",5.91350300563827,0.0658697046478847,0.0894609961358874,0.0422784131598819
"205...1021","log_borough_case_count",5.98896141688986,0.0620157769253137,0.0842269385844492,0.0398046152661781
"206...1022","log_borough_case_count",6.10479323241498,0.0560998175187097,0.0761924494315278,0.0360071856058917
"207...1023","log_borough_case_count",6.22653666928747,0.0498819018601619,0.0677479203001425,0.0320158834201814
"208...1024","log_borough_case_count",6.18826412308259,0.0518366345741867,0.0704026301192865,0.0332706390290868
"209...1025","log_borough_case_count",5.94017125272043,0.0645076641315502,0.0876111934066847,0.0414041348564157
"210...1026","log_borough_case_count",5.82304589548302,0.0704896561239195,0.0957354209186202,0.0452438913292188
"211...1027","log_borough_case_count",5.64897423816121,0.0793800441991353,0.107809664061275,0.0509504243369955
"212...1028","log_borough_case_count",5.61677109766657,0.0810247535285444,0.110043393925854,0.0520061131312353
"213...1029","log_borough_case_count",5.70044357339069,0.076751349125681,0.104239561139012,0.0492631371123503
"214...1030","log_borough_case_count",5.74620319054015,0.0744142623085122,0.101065507271086,0.0477630173459387
"215...1031","log_borough_case_count",5.59471137960184,0.0821514071183257,0.111573538795625,0.0527292754410263
"216...1032","log_borough_case_count",5.88887795833288,0.0671273907467294,0.0911690758430089,0.0430857056504499
"217...1033","log_borough_case_count",6.11589212548303,0.0555329546965929,0.0754225929189197,0.0356433164742661
"218...1034","log_borough_case_count",6.18208490671663,0.0521522316758661,0.070831241006277,0.0334732223454551
"219...1035","log_borough_case_count",6.27287700654617,0.0475151100079938,0.0645336033255061,0.0304966166904814
"220...1036","log_borough_case_count",6.14418563412565,0.0540878961565495,0.0734600604916235,0.0347157318214754
"221...1037","log_borough_case_count",6.3135480462771,0.045437867992663,0.061712528742528,0.029163207242798
"222...1038","log_borough_case_count",6.46769872610435,0.0375646961558843,0.0510201596911866,0.0241092326205821
"223...1039","log_borough_case_count",6.57786135772105,0.0319381418777792,0.0433789788387917,0.0204973049167668
"224...1040","log_borough_case_count",7.06731984865348,0.00693839548067205,0.00943499590679055,0.00444179505455355
"225...1041","log_borough_case_count",7.45298232946546,-0.0127607426099967,-0.00818537174727907,-0.0173361134727143
"226...1042","log_borough_case_count",7.59387784460512,-0.0199577142888902,-0.0128070687625321,-0.0271083598152483
"227...1043","log_borough_case_count",7.74889133725553,-0.0278759556223715,-0.0178906079100783,-0.0378613033346646
"228...1044","log_borough_case_count",7.9229859587112,-0.0367690089953916,-0.0235993473721772,-0.049938670618606
"229...1045","log_borough_case_count",7.98718474823347,-0.040048422098988,-0.0257044124232443,-0.0543924317747317
"230...1046","log_borough_case_count",8.00269416228394,-0.0408406784651062,-0.0262129582590956,-0.0554683986711167
"231...1047","log_borough_case_count",8.00603417874901,-0.0410112942428783,-0.026322475490178,-0.0557001129955786
"232...1048","log_borough_case_count",8.13944052187461,-0.0478260229203609,-0.0306967362055443,-0.0649553096351774
"233...1049","log_borough_case_count",8.50895938648913,-0.0667021152587418,-0.0428123526393863,-0.0905918778780973
"234...1050","log_borough_case_count",8.40357646462927,-0.0613188384894015,-0.0393571873482112,-0.0832804896305919
"235...1051","log_borough_case_count",8.38799525294456,-0.0605229037893575,-0.0388463241415107,-0.0821994834372042
"236...1052","log_borough_case_count",8.39818440483404,-0.0610433959974616,-0.0391803973491427,-0.0829063946457804
"237...1053","log_borough_case_count",8.09712193091871,-0.0456642791733041,-0.02930916334976,-0.0620193949968481
"238...1054","log_borough_case_count",8.08948247436075,-0.0452740362728868,-0.0290586741736156,-0.0614893983721579
"239...1055","log_borough_case_count",8.02420748577858,-0.0419396294196916,-0.0269183665296258,-0.0569608923097574
"240...1056","log_borough_case_count",8.06400734709666,-0.0439727028779279,-0.028223370960111,-0.0597220347957448
"241...1057","log_borough_case_count",7.73236922228439,-0.027031984202111,-0.0173488082590381,-0.0367151601451838
"242...1058","log_borough_case_count",8.03430693633949,-0.0424555334552045,-0.0272495200777506,-0.0576615468326583
"243...1059","log_borough_case_count",7.35819375273303,-0.00791898572373492,-0.00507389078291894,-0.0107640806645509
"244...1060","log_borough_case_count",6.92461239604856,0.0142274937445859,0.0193287897694885,0.00912619771968337
"245...1061","log_borough_case_count",6.49828214947643,0.0360026530202406,0.0488988048459011,0.0231065011945801
"246...1062","log_borough_case_count",5.93489419561959,0.0647771819630037,0.087977228471843,0.0415771354541645
"247...1063","log_borough_case_count",5.46806014113513,0.0886198316562199,0.120358554689693,0.0568811086227467
"248...1064","log_borough_case_count",5.6970934865054,0.0769224483851182,0.104471935448751,0.0493729613214853
"249...1065","log_borough_case_count",5.30330490805908,0.09703427645672,0.131786640255231,0.0622819126582085
"250...1066","log_borough_case_count",5.13579843705026,0.105589168733757,0.14340560419905,0.067772733268463
"251...1067","log_borough_case_count",4.52178857704904,0.136947464066109,0.185996613860761,0.0878983142714572
"252...1068","log_borough_case_count",4.63472898822964,0.131179475878054,0.178162351076866,0.0841966006792419
"253...1069","log_borough_case_count",4.75359019110636,0.125109100029391,0.16991744529393,0.080300754764853
"254...1070","log_borough_case_count",4.9416424226093,0.115505030268595,0.156873163879716,0.0741368966574742
"255...1071","log_borough_case_count",4.95582705760126,0.114780600530474,0.15588924872171,0.0736719523392385
"256...1072","log_borough_case_count",5.12989871492307,0.105890478244477,0.143814835003802,0.0679661214851532
"257...1073","log_borough_case_count",5.07517381523383,0.108685374506012,0.14761079921902,0.0697599497930048
"258...1074","log_borough_case_count",4.62497281328427,0.131677734378097,0.178839099000277,0.0845163697559171
"259...1075","log_borough_case_count",4.43081679884331,0.141593489121752,0.192307032214939,0.0908799460285655
"260...1076","log_borough_case_count",4.62497281328427,0.131677734378097,0.178839099000277,0.0845163697559171
"261...1077","log_borough_case_count",4.54329478227,0.135849119282314,0.184504802885305,0.0871934356793225
"262...1078","log_borough_case_count",4.69134788222914,0.128287886227725,0.174234926873087,0.0823408455823626
"263...1079","log_borough_case_count",4.96284463025991,0.114422202854045,0.155402476023278,0.0734419296848123
"264...1080","log_borough_case_count",4.99721227376411,0.112666995822916,0.153018572415483,0.0723154192303481
"265...1081","log_borough_case_count",4.97673374242057,0.113712865360247,0.154439060598736,0.0729866701217589
"266...1082","log_borough_case_count",5.3082676974012,0.0967808158355728,0.131442400680527,0.0621192309906189
"267...1083","log_borough_case_count",5.42053499927229,0.0910470611030412,0.12365508594737,0.0584390362587121
"268...1084","log_borough_case_count",5.37989735354046,0.0931225245109759,0.126473875647329,0.0597711733746227
"269...1085","log_borough_case_count",5.57972982598622,0.0829165577930997,0.112612715890923,0.0532203996952764
"270...1086","log_borough_case_count",5.73979291217923,0.0747416555218084,0.101510147442275,0.0479731636013416
"271...1087","log_borough_case_count",6.14203740558736,0.0541976145239041,0.0736090687912606,0.0347861602565477
"272...1088","log_borough_case_count",6.62406522779989,0.029578265720108,0.040174173880077,0.018982357560139
"273...1089","log_borough_case_count",7.0184017990692,0.00943700533142152,0.0128254773917789,0.00604853327106419
"274...1090","log_borough_case_count",7.19818357710194,0.000254142384108942,0.000506814917271852,1.46985094603129e-06
"275...1091","log_borough_case_count",7.42773884053289,-0.0114713117646233,-0.00735704354444993,-0.0155855799847967
"276...1092","log_borough_case_count",7.72046169459972,-0.02642373277496,-0.0169583286520485,-0.0358891368978714
"277...1093","log_borough_case_count",7.59488438721652,-0.0200091290795423,-0.0128400801863523,-0.0271781779727323
"278...1094","log_borough_case_count",7.6004023345004,-0.0202909891787184,-0.0130210505969892,-0.0275609277604475
"279...1095","log_borough_case_count",7.71154897962915,-0.0259684605707991,-0.0166660550057621,-0.0352708661358361
"280...1096","log_borough_case_count",8.01532730902172,-0.0414860090322005,-0.0266271915240027,-0.0563448265403983
"281...1097","log_borough_case_count",8.11581970121133,-0.0466194094613925,-0.0299222407546431,-0.0633165781681419
"282...1098","log_borough_case_count",7.85864065562079,-0.0334821259376647,-0.0214894417377777,-0.0454748101375517
"283...1099","log_borough_case_count",7.68340368105383,-0.0245307673658396,-0.0157430774530621,-0.0333184572786172
"284...1100","log_borough_case_count",7.50439155916124,-0.0153867238447796,-0.00987194372609946,-0.0209015039634598
"285...1101","log_borough_case_count",7.17930796950403,0.00121827604659948,0.00171463603271968,0.000721916060479278
"286...1102","log_borough_case_count",7.30921236569276,-0.00541705937212616,-0.00346349251172515,-0.00737062623252717
"287...1103","log_borough_case_count",7.15461535691366,0.00247952926156528,0.00339883972816542,0.00156021879496514
"288...1104","log_borough_case_count",7.25347038268453,-0.00256982464244699,-0.00162050769185701,-0.00351914159303697
"289...1105","log_borough_case_count",7.73236922228439,-0.027031984202111,-0.0173488082590381,-0.0367151601451838
"290...1106","log_borough_case_count",8.03430693633949,-0.0424555334552045,-0.0272495200777506,-0.0576615468326583
"291...1107","log_borough_case_count",7.35819375273303,-0.00791898572373492,-0.00507389078291894,-0.0107640806645509
"292...1108","log_borough_case_count",6.92461239604856,0.0142274937445859,0.0193287897694885,0.00912619771968337
"293...1109","log_borough_case_count",6.49828214947643,0.0360026530202406,0.0488988048459011,0.0231065011945801
"294...1110","log_borough_case_count",5.93489419561959,0.0647771819630037,0.087977228471843,0.0415771354541645
"295...1111","log_borough_case_count",5.46806014113513,0.0886198316562199,0.120358554689693,0.0568811086227467
"296...1112","log_borough_case_count",5.6970934865054,0.0769224483851182,0.104471935448751,0.0493729613214853
"297...1113","log_borough_case_count",5.30330490805908,0.09703427645672,0.131786640255231,0.0622819126582085
"298...1114","log_borough_case_count",5.13579843705026,0.105589168733757,0.14340560419905,0.067772733268463
"299...1115","log_borough_case_count",4.52178857704904,0.136947464066109,0.185996613860761,0.0878983142714572
"300...1116","log_borough_case_count",4.63472898822964,0.131179475878054,0.178162351076866,0.0841966006792419
"301...1117","log_borough_case_count",4.75359019110636,0.125109100029391,0.16991744529393,0.080300754764853
"302...1118","log_borough_case_count",4.9416424226093,0.115505030268595,0.156873163879716,0.0741368966574742
"303...1119","log_borough_case_count",4.95582705760126,0.114780600530474,0.15588924872171,0.0736719523392385
"304...1120","log_borough_case_count",5.12989871492307,0.105890478244477,0.143814835003802,0.0679661214851532
"305...1121","log_borough_case_count",5.07517381523383,0.108685374506012,0.14761079921902,0.0697599497930048
"306...1122","log_borough_case_count",4.62497281328427,0.131677734378097,0.178839099000277,0.0845163697559171
"307...1123","log_borough_case_count",4.43081679884331,0.141593489121752,0.192307032214939,0.0908799460285655
"308...1124","log_borough_case_count",4.62497281328427,0.131677734378097,0.178839099000277,0.0845163697559171
"309...1125","log_borough_case_count",4.54329478227,0.135849119282314,0.184504802885305,0.0871934356793225
"310...1126","log_borough_case_count",4.69134788222914,0.128287886227725,0.174234926873087,0.0823408455823626
"311...1127","log_borough_case_count",4.96284463025991,0.114422202854045,0.155402476023278,0.0734419296848123
"312...1128","log_borough_case_count",4.99721227376411,0.112666995822916,0.153018572415483,0.0723154192303481
"313...1129","log_borough_case_count",4.97673374242057,0.113712865360247,0.154439060598736,0.0729866701217589
"314...1130","log_borough_case_count",5.3082676974012,0.0967808158355728,0.131442400680527,0.0621192309906189
"315...1131","log_borough_case_count",5.42053499927229,0.0910470611030412,0.12365508594737,0.0584390362587121
"316...1132","log_borough_case_count",5.37989735354046,0.0931225245109759,0.126473875647329,0.0597711733746227
"317...1133","log_borough_case_count",5.57972982598622,0.0829165577930997,0.112612715890923,0.0532203996952764
"318...1134","log_borough_case_count",5.73979291217923,0.0747416555218084,0.101510147442275,0.0479731636013416
"319...1135","log_borough_case_count",6.14203740558736,0.0541976145239041,0.0736090687912606,0.0347861602565477
"320...1136","log_borough_case_count",6.62406522779989,0.029578265720108,0.040174173880077,0.018982357560139
"321...1137","log_borough_case_count",7.0184017990692,0.00943700533142152,0.0128254773917789,0.00604853327106419
"322...1138","log_borough_case_count",7.19818357710194,0.000254142384108942,0.000506814917271852,1.46985094603129e-06
"323...1139","log_borough_case_count",7.42773884053289,-0.0114713117646233,-0.00735704354444993,-0.0155855799847967
"324...1140","log_borough_case_count",7.72046169459972,-0.02642373277496,-0.0169583286520485,-0.0358891368978714
"325...1141","log_borough_case_count",7.59488438721652,-0.0200091290795423,-0.0128400801863523,-0.0271781779727323
"326...1142","log_borough_case_count",7.6004023345004,-0.0202909891787184,-0.0130210505969892,-0.0275609277604475
"327...1143","log_borough_case_count",7.71154897962915,-0.0259684605707991,-0.0166660550057621,-0.0352708661358361
"328...1144","log_borough_case_count",8.01532730902172,-0.0414860090322005,-0.0266271915240027,-0.0563448265403983
"329...1145","log_borough_case_count",8.11581970121133,-0.0466194094613925,-0.0299222407546431,-0.0633165781681419
"330...1146","log_borough_case_count",7.85864065562079,-0.0334821259376647,-0.0214894417377777,-0.0454748101375517
"331...1147","log_borough_case_count",7.68340368105383,-0.0245307673658396,-0.0157430774530621,-0.0333184572786172
"332...1148","log_borough_case_count",7.50439155916124,-0.0153867238447796,-0.00987194372609946,-0.0209015039634598
"333...1149","log_borough_case_count",7.17930796950403,0.00121827604659948,0.00171463603271968,0.000721916060479278
"334...1150","log_borough_case_count",7.30921236569276,-0.00541705937212616,-0.00346349251172515,-0.00737062623252717
"335...1151","log_borough_case_count",7.15461535691366,0.00247952926156528,0.00339883972816542,0.00156021879496514
"336...1152","log_borough_case_count",7.25347038268453,-0.00256982464244699,-0.00162050769185701,-0.00351914159303697
"337...1153","log_borough_case_count",9.03741453682259,-0.0936971963003954,-0.0601376879423602,-0.127256704658431
"338...1154","log_borough_case_count",9.05415428878685,-0.0945523126220782,-0.0606864705936635,-0.128418154650493
"339...1155","log_borough_case_count",8.66163979578127,-0.0745014941984806,-0.0478181322076508,-0.10118485618931
"340...1156","log_borough_case_count",8.40670845824097,-0.0614788300701316,-0.0394598762533902,-0.0834977838868729
"341...1157","log_borough_case_count",8.04686951095958,-0.043097260128089,-0.0276614367450564,-0.0585330835111217
"342...1158","log_borough_case_count",7.4500795698075,-0.0126124702171961,-0.00809012890584612,-0.017134811528546
"343...1159","log_borough_case_count",7.40427911803727,-0.0102729985164706,-0.00658709591802284,-0.0139589011149184
"344...1160","log_borough_case_count",7.1708884785125,0.00164832854621989,0.00228447949587462,0.00101217759656516
"345...1161","log_borough_case_count",6.87212810133899,0.0169082177766167,0.0229686760814249,0.0108477594718086
"346...1162","log_borough_case_count",6.58617165485467,0.031513691678243,0.0428025565755102,0.0202248267809758
"347...1163","log_borough_case_count",6.16331480403464,0.0531108948057225,0.0721331975772697,0.0340885920341754
"348...1164","log_borough_case_count",6.10702288774226,0.0559859405317274,0.0760377930399873,0.0359340880234675
"349...1165","log_borough_case_count",6.10255859461357,0.0562139489701485,0.0763474514277562,0.0360804465125408
"350...1166","log_borough_case_count",5.91079664404053,0.0660079279193634,0.089648718853704,0.0423671369850228
"351...1167","log_borough_case_count",6.21860011969173,0.0502872536117774,0.0682984254282746,0.0322760817952803
"352...1168","log_borough_case_count",6.30444880242198,0.0459026052478626,0.0623436815360215,0.0294615289597037
"353...1169","log_borough_case_count",6.0913098820777,0.0567884633582467,0.0771277000287018,0.0364492266877917
"354...1170","log_borough_case_count",5.9295891433899,0.0650481295565149,0.0883452053966238,0.0417510537164059
"355...1171","log_borough_case_count",5.9295891433899,0.0650481295565149,0.0883452053966238,0.0417510537164059
"356...1172","log_borough_case_count",6.02102334934953,0.0603782577814526,0.0820030128033874,0.0387535027595178
"357...1173","log_borough_case_count",5.8664680569333,0.0682719408037606,0.0927235056321379,0.0438203759753834
"358...1174","log_borough_case_count",5.91350300563827,0.0658697046478847,0.0894609961358874,0.0422784131598819
"359...1175","log_borough_case_count",5.605802066296,0.0815849738072858,0.110804247063809,0.0523657005507621
"360...1176","log_borough_case_count",5.77765232322266,0.0728080544061834,0.0988840817739468,0.0467320270384201
"361...1177","log_borough_case_count",5.89989735358249,0.0665645923522563,0.0904047318606614,0.0427244528438512
"362...1178","log_borough_case_count",6.04737217904628,0.059032526168086,0.0801753680135816,0.0378896843225905
"363...1179","log_borough_case_count",6.06145691892802,0.0583131662099616,0.0791984025719121,0.0374279298480112
"364...1180","log_borough_case_count",6.18414889093748,0.0520468158201235,0.0706880762304871,0.03340555540976
"365...1181","log_borough_case_count",6.2363695902037,0.0493796945345376,0.0670658766946248,0.0316935123744504
"366...1182","log_borough_case_count",6.50876913697168,0.0354670311265619,0.0481713977518626,0.0227626645012611
"367...1183","log_borough_case_count",6.56807791141198,0.0324378331250607,0.0440575828887846,0.0208180833613368
"368...1184","log_borough_case_count",7.02908756414966,0.00889120468835303,0.012084714670493,0.00569769470621306
"369...1185","log_borough_case_count",7.37838371299671,-0.00895027526059725,-0.00573696783707261,-0.0121635826841219
"370...1186","log_borough_case_count",7.6425241342329,-0.0224426015387709,-0.0144024636212823,-0.0304827394562595
"371...1187","log_borough_case_count",7.75790620835175,-0.0283364476545736,-0.0181862249822605,-0.0384866703268867
"372...1188","log_borough_case_count",8.08579470128157,-0.0450856554787492,-0.0289377561260486,-0.0612335548314498
"373...1189","log_borough_case_count",8.11761074646623,-0.046710900708476,-0.0299809668696222,-0.0634408345473298
"374...1190","log_borough_case_count",8.09407314806935,-0.0455085395633417,-0.0292091972347176,-0.0618078818919659
"375...1191","log_borough_case_count",8.23164217997341,-0.0525359353840207,-0.0337198764202801,-0.0713519943477612
"376...1192","log_borough_case_count",8.53405030848266,-0.0679838356059307,-0.043634993037566,-0.0923326781742955
"377...1193","log_borough_case_count",8.80056599227992,-0.0815982643980312,-0.0523728471158308,-0.110823681680232
"378...1194","log_borough_case_count",8.73632872133291,-0.0783168308102567,-0.0502668333114526,-0.106366828309061
"379...1195","log_borough_case_count",8.7168633865448,-0.0773224826262906,-0.0496286590288517,-0.10501630622373
"380...1196","log_borough_case_count",8.6921543938039,-0.0760602724323372,-0.0488185673320199,-0.103301977532655
"381...1197","log_borough_case_count",8.46863300080086,-0.0646421215886667,-0.0414901887072184,-0.0877940544701149
"382...1198","log_borough_case_count",8.50774873258824,-0.0666402713914109,-0.0427726595904508,-0.0905078831923709
"383...1199","log_borough_case_count",8.28045768658256,-0.0550295701101705,-0.0353204367929356,-0.0747387034274055
"384...1200","log_borough_case_count",8.36427508499152,-0.0593112072882883,-0.0380686051402434,-0.0805538094363332
"385...1201","log_borough_case_count",9.03741453682259,-0.0936971963003954,-0.0601376879423602,-0.127256704658431
"386...1202","log_borough_case_count",9.05415428878685,-0.0945523126220782,-0.0606864705936635,-0.128418154650493
"387...1203","log_borough_case_count",8.66163979578127,-0.0745014941984806,-0.0478181322076508,-0.10118485618931
"388...1204","log_borough_case_count",8.40670845824097,-0.0614788300701316,-0.0394598762533902,-0.0834977838868729
"389...1205","log_borough_case_count",8.04686951095958,-0.043097260128089,-0.0276614367450564,-0.0585330835111217
"390...1206","log_borough_case_count",7.4500795698075,-0.0126124702171961,-0.00809012890584612,-0.017134811528546
"391...1207","log_borough_case_count",7.40427911803727,-0.0102729985164706,-0.00658709591802284,-0.0139589011149184
"392...1208","log_borough_case_count",7.1708884785125,0.00164832854621989,0.00228447949587462,0.00101217759656516
"393...1209","log_borough_case_count",6.87212810133899,0.0169082177766167,0.0229686760814249,0.0108477594718086
"394...1210","log_borough_case_count",6.58617165485467,0.031513691678243,0.0428025565755102,0.0202248267809758
"395...1211","log_borough_case_count",6.16331480403464,0.0531108948057225,0.0721331975772697,0.0340885920341754
"396...1212","log_borough_case_count",6.10702288774226,0.0559859405317274,0.0760377930399873,0.0359340880234675
"397...1213","log_borough_case_count",6.10255859461357,0.0562139489701485,0.0763474514277562,0.0360804465125408
"398...1214","log_borough_case_count",5.91079664404053,0.0660079279193634,0.089648718853704,0.0423671369850228
"399...1215","log_borough_case_count",6.21860011969173,0.0502872536117774,0.0682984254282746,0.0322760817952803
"400...1216","log_borough_case_count",6.30444880242198,0.0459026052478626,0.0623436815360215,0.0294615289597037
"401...1217","log_borough_case_count",6.0913098820777,0.0567884633582467,0.0771277000287018,0.0364492266877917
"402...1218","log_borough_case_count",5.9295891433899,0.0650481295565149,0.0883452053966238,0.0417510537164059
"403...1219","log_borough_case_count",5.9295891433899,0.0650481295565149,0.0883452053966238,0.0417510537164059
"404...1220","log_borough_case_count",6.02102334934953,0.0603782577814526,0.0820030128033874,0.0387535027595178
"405...1221","log_borough_case_count",5.8664680569333,0.0682719408037606,0.0927235056321379,0.0438203759753834
"406...1222","log_borough_case_count",5.91350300563827,0.0658697046478847,0.0894609961358874,0.0422784131598819
"407...1223","log_borough_case_count",5.605802066296,0.0815849738072858,0.110804247063809,0.0523657005507621
"408...1224","log_borough_case_count",5.77765232322266,0.0728080544061834,0.0988840817739468,0.0467320270384201
"409...1225","log_borough_case_count",5.89989735358249,0.0665645923522563,0.0904047318606614,0.0427244528438512
"410...1226","log_borough_case_count",6.04737217904628,0.059032526168086,0.0801753680135816,0.0378896843225905
"411...1227","log_borough_case_count",6.06145691892802,0.0583131662099616,0.0791984025719121,0.0374279298480112
"412...1228","log_borough_case_count",6.18414889093748,0.0520468158201235,0.0706880762304871,0.03340555540976
"413...1229","log_borough_case_count",6.2363695902037,0.0493796945345376,0.0670658766946248,0.0316935123744504
"414...1230","log_borough_case_count",6.50876913697168,0.0354670311265619,0.0481713977518626,0.0227626645012611
"415...1231","log_borough_case_count",6.56807791141198,0.0324378331250607,0.0440575828887846,0.0208180833613368
"416...1232","log_borough_case_count",7.02908756414966,0.00889120468835303,0.012084714670493,0.00569769470621306
"417...1233","log_borough_case_count",7.37838371299671,-0.00895027526059725,-0.00573696783707261,-0.0121635826841219
"418...1234","log_borough_case_count",7.6425241342329,-0.0224426015387709,-0.0144024636212823,-0.0304827394562595
"419...1235","log_borough_case_count",7.75790620835175,-0.0283364476545736,-0.0181862249822605,-0.0384866703268867
"420...1236","log_borough_case_count",8.08579470128157,-0.0450856554787492,-0.0289377561260486,-0.0612335548314498
"421...1237","log_borough_case_count",8.11761074646623,-0.046710900708476,-0.0299809668696222,-0.0634408345473298
"422...1238","log_borough_case_count",8.09407314806935,-0.0455085395633417,-0.0292091972347176,-0.0618078818919659
"423...1239","log_borough_case_count",8.23164217997341,-0.0525359353840207,-0.0337198764202801,-0.0713519943477612
"424...1240","log_borough_case_count",8.53405030848266,-0.0679838356059307,-0.043634993037566,-0.0923326781742955
"425...1241","log_borough_case_count",8.80056599227992,-0.0815982643980312,-0.0523728471158308,-0.110823681680232
"426...1242","log_borough_case_count",8.73632872133291,-0.0783168308102567,-0.0502668333114526,-0.106366828309061
"427...1243","log_borough_case_count",8.7168633865448,-0.0773224826262906,-0.0496286590288517,-0.10501630622373
"428...1244","log_borough_case_count",8.6921543938039,-0.0760602724323372,-0.0488185673320199,-0.103301977532655
"429...1245","log_borough_case_count",8.46863300080086,-0.0646421215886667,-0.0414901887072184,-0.0877940544701149
"430...1246","log_borough_case_count",8.50774873258824,-0.0666402713914109,-0.0427726595904508,-0.0905078831923709
"431...1247","log_borough_case_count",8.28045768658256,-0.0550295701101705,-0.0353204367929356,-0.0747387034274055
"432...1248","log_borough_case_count",8.36427508499152,-0.0593112072882883,-0.0380686051402434,-0.0805538094363332
"433...1249","log_borough_case_count",9.33943694531059,-0.109125397490413,-0.0700387128004423,-0.148212082180384
"434...1250","log_borough_case_count",9.26274305076923,-0.10520764585617,-0.0675245445526368,-0.142890747159704
"435...1251","log_borough_case_count",8.89054824560617,-0.0861948279899401,-0.0553228659659579,-0.117066790013922
"436...1252","log_borough_case_count",8.64962397859673,-0.0738876897721953,-0.0474241866251128,-0.100351192919278
"437...1253","log_borough_case_count",8.32044811395656,-0.0570723969021139,-0.0366316306474046,-0.0775131631568233
"438...1254","log_borough_case_count",7.77695440332244,-0.0293094568941824,-0.0188108518589636,-0.0398080619294013
"439...1255","log_borough_case_count",7.51534457118044,-0.0159462051379612,-0.0102312338634267,-0.0216611764124957
"440...1256","log_borough_case_count",7.39326309476384,-0.00971030554412573,-0.00622548415075641,-0.013195126937495
"441...1257","log_borough_case_count",7.03174125876313,0.00875566088294312,0.0119007637311521,0.00561055803473415
"442...1258","log_borough_case_count",6.7945865808765,0.0208687563619491,0.0283466977241926,0.0133908149997056
"443...1259","log_borough_case_count",6.64898455002478,0.0283055003109901,0.0384457216730364,0.0181652789489437
"444...1260","log_borough_case_count",6.5410299991899,0.0338193080181903,0.0459336960490048,0.0217049199873759
"445...1261","log_borough_case_count",6.42162226780652,0.0399180371463357,0.0542161612068467,0.0256199130858247
"446...1262","log_borough_case_count",6.3818160174061,0.0419511234669614,0.0569772458248754,0.0269250011090475
"447...1263","log_borough_case_count",6.47850964220857,0.0370125308479081,0.0502702828923253,0.023754778803491
"448...1264","log_borough_case_count",6.49223983502047,0.0363112634728442,0.0493179170376852,0.0233046099080033
"449...1265","log_borough_case_count",6.22059017009974,0.0501856136863095,0.0681603889963974,0.0322108383762216
"450...1266","log_borough_case_count",6.05208916892442,0.058791612021758,0.0798481815434975,0.0377350425000184
"451...1267","log_borough_case_count",6.02102334934953,0.0603782577814526,0.0820030128033874,0.0387535027595178
"452...1268","log_borough_case_count",6.06610809010375,0.058075613551378,0.0788757815580883,0.0372754455446678
"453...1269","log_borough_case_count",6.08449941307517,0.0571362997107807,0.0776000971484614,0.0366725022731
"454...1270","log_borough_case_count",6.00635315960173,0.0611275177853002,0.0830205874700246,0.0392344481005758
"455...1271","log_borough_case_count",6.13988455222626,0.0543075690895825,0.0737583978872535,0.0348567402919115
"456...1272","log_borough_case_count",6.23048144757848,0.0496804259912892,0.0674742975473266,0.0318865544352519
"457...1273","log_borough_case_count",6.32076829425058,0.0450690989207152,0.061211709198618,0.0289264886428124
"458...1274","log_borough_case_count",6.60123011872888,0.0307445766972984,0.041758066496887,0.0197310868977098
"459...1275","log_borough_case_count",6.78897174299217,0.0211555406869079,0.0287361352126814,0.0135749461611344
"460...1276","log_borough_case_count",6.81563999007433,0.0197934278180879,0.0268864731073461,0.0127003825288296
"461...1277","log_borough_case_count",6.81563999007433,0.0197934278180879,0.0268864731073461,0.0127003825288296
"462...1278","log_borough_case_count",6.95939851213398,0.0124507261557892,0.0169164985491782,0.00798495376240024
"463...1279","log_borough_case_count",6.98471632011827,0.0111575665129443,0.0151609490441758,0.00715418398171277
"464...1280","log_borough_case_count",7.4713630881871,-0.0136996292626303,-0.00878843014459603,-0.0186108283806647
"465...1281","log_borough_case_count",7.89170465933011,-0.0351710975699492,-0.0225736273852265,-0.047768567754672
"466...1282","log_borough_case_count",7.97177612288063,-0.0392613149683013,-0.025199169694175,-0.0533234602424276
"467...1283","log_borough_case_count",8.20083725837985,-0.0509623342615875,-0.0327098392094594,-0.0692148293137157
"468...1284","log_borough_case_count",8.53483662658883,-0.0680240031201195,-0.0436607734977861,-0.0923872327424528
"469...1285","log_borough_case_count",8.67743954055833,-0.0753085931078827,-0.048336134782503,-0.102281051433262
"470...1286","log_borough_case_count",8.66905554072548,-0.0748803129584583,-0.0480612613149556,-0.101699364601961
"471...1287","log_borough_case_count",8.82320622055274,-0.0827547953599416,-0.0531150992781042,-0.112394491441779
"472...1288","log_borough_case_count",9.04758612067476,-0.0942167910609969,-0.0604711452223104,-0.127962436899683
