ResponseId,MODZCTA,modzcta_count,mask_march2020,mask_spring2020,mask_summer2020,mask_fall2020,mask_winter2020,indoor_march2020,indoor_spring2020,indoor_summer2020,indoor_fall2020,indoor_winter2020,mask_march2020_num,mask_spring2020_num,mask_summer2020_num,mask_fall2020_num,mask_winter2020_num,mask_march2020_num_avg,mask_spring2020_num_avg,mask_summer2020_num_avg,mask_fall2020_num_avg,mask_winter2020_num_avg,mask_averages,mask_color,indoor_march2020_num,indoor_spring2020_num,indoor_summer2020_num,indoor_fall2020_num,indoor_winter2020_num,indoor_averages,indoor_color
R_1MX85AM8sWRyuAo,10029,108.0,When places were crowded,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[2],[1],[1],[1],[1],2.0,1.0,1.0,1.0,1.0,"[2.0, 1.0, 1.0, 1.0, 1.0]",red,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1MXRukxMQUSqTxf,11226,92.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Indoors,I always wore it when I left home,Once or twice a month,Weekly,Weekly,Weekly,Weekly,[1],[1],[1],[3],[1],1.0,1.0,1.0,3.0,1.0,"[1.0, 1.0, 1.0, 3.0, 1.0]",orange,2,3,3,3,3,"[2, 3, 3, 3, 3]",blue
R_1myogFDaX46PYyk,10025,134.0,I never left home in this period,I never left home in this period,Indoors,Only in places that forced it,I never left home in this period,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,[0],[0],[3],[5],[0],0.0,0.0,3.0,5.0,0.0,"[0.0, 0.0, 3.0, 5.0, 0.0]",orange,1,1,1,2,2,"[1, 1, 1, 2, 2]",blue
R_1MZnM2nkle65M5K,11433,38.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Weekly,Weekly,Once or twice a month,Multiple times each week,Multiple times each week,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,3,3,2,4,4,"[3, 3, 2, 4, 4]",blue
R_1N2fTnOxJSpYkK3,10025,134.0,Indoors,Indoors,Indoors,Indoors,Indoors,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,"Rarely, when it could not be avoided",[3],[3],[3],[3],[3],3.0,3.0,3.0,3.0,3.0,"[3.0, 3.0, 3.0, 3.0, 3.0]",green,1,1,2,2,1,"[1, 1, 2, 2, 1]",orange
R_1N5sIr8HSoZd8Fk,10468,2.0,"When most people were masking,Indoors,When places were crowded","Only in places that forced it,Indoors,When places were crowded","Only in places that forced it,When most people were masking,When places were crowded","Only in places that forced it,When most people were masking,When places were crowded","Only in places that forced it,When most people were masking,Indoors",Multiple times each week,Weekly,Weekly,Multiple times each week,The same as before the pandemic,"[4, 3, 2]","[5, 3, 2]","[5, 4, 2]","[5, 4, 2]","[5, 4, 3]",3.0,3.3333333333333335,3.6666666666666665,3.6666666666666665,4.0,"[3.0, 3.3333333333333335, 3.6666666666666665, 3.6666666666666665, 4.0]",blue,4,3,3,4,5,"[4, 3, 3, 4, 5]",blue
R_1n75xfIaO93hjVu,10025,134.0,Indoors,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[3],[1],[1],[1],[1],3.0,1.0,1.0,1.0,1.0,"[3.0, 1.0, 1.0, 1.0, 1.0]",red,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1ND5GzzHw3ROUu2,10304,33.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_1Ne52doDtAkRV5A,10453,73.0,I always wore it when I left home,When places were crowded,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Multiple times each week,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[2],[1],[1],[1],1.0,2.0,1.0,1.0,1.0,"[1.0, 2.0, 1.0, 1.0, 1.0]",orange,1,1,4,1,1,"[1, 1, 4, 1, 1]",orange
R_1NgZnfHTOMkTa2Z,10029,108.0,I never wore a mask when I left home,I never wore a mask when I left home,Only in places that forced it,I never wore a mask when I left home,I never wore a mask when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Never,Never,Never,[6],[6],[5],[6],[6],6.0,6.0,5.0,6.0,6.0,"[6.0, 6.0, 5.0, 6.0, 6.0]",orange,1,1,0,0,0,"[1, 1, 0, 0, 0]",red
R_1NmNl0jkHaWkkcs,11220,57.0,I never left home in this period,I never left home in this period,When most people were masking,I never left home in this period,When most people were masking,Multiple times each week,"Rarely, when it could not be avoided",Multiple times each week,Weekly,Weekly,[0],[0],[4],[0],[4],0.0,0.0,4.0,0.0,4.0,"[0.0, 0.0, 4.0, 0.0, 4.0]",blue,4,1,4,3,3,"[4, 1, 4, 3, 3]",red
R_1nNjIUe6uEt55dM,11420,20.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided",Once or twice a month,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,2,0,1,1,"[1, 2, 0, 1, 1]",orange
R_1nNOCTSnJ32h0G7,10001,22.0,I always wore it when I left home,I always wore it when I left home,When places were crowded,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[1],[1],[2],[1],[1],1.0,1.0,2.0,1.0,1.0,"[1.0, 1.0, 2.0, 1.0, 1.0]",orange,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_1NrDSk7z88pd5dQ,10002,121.0,When places were crowded,When places were crowded,I always wore it when I left home,When places were crowded,When places were crowded,Weekly,Multiple times each week,Weekly,Multiple times each week,Weekly,[2],[2],[1],[2],[2],2.0,2.0,1.0,2.0,2.0,"[2.0, 2.0, 1.0, 2.0, 2.0]",orange,3,4,3,4,3,"[3, 4, 3, 4, 3]",orange
R_1Nt3LB4fY1qAPra,11101,33.0,I never left home in this period,I never left home in this period,I never wore a mask when I left home,I never wore a mask when I left home,I never wore a mask when I left home,Never,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,Once or twice a month,[0],[0],[6],[6],[6],0.0,0.0,6.0,6.0,6.0,"[0.0, 0.0, 6.0, 6.0, 6.0]",blue,0,1,2,2,2,"[0, 1, 2, 2, 2]",blue
R_1NtsiQiK9SRCL1W,10002,121.0,I never wore a mask when I left home,Only in places that forced it,When places were crowded,Only in places that forced it,Only in places that forced it,The same as before the pandemic,"Rarely, when it could not be avoided",Weekly,Multiple times each week,The same as before the pandemic,[6],[5],[2],[5],[5],6.0,5.0,2.0,5.0,5.0,"[6.0, 5.0, 2.0, 5.0, 5.0]",red,5,1,3,4,5,"[5, 1, 3, 4, 5]",orange
R_1NwEgRm6nKg3i3j,10035,1.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_1nZ5iO7kgz4NqBC,11234,99.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,0,"[1, 1, 1, 1, 0]",red
R_1nZpA0k9OBjFkAW,10304,33.0,Only in places that forced it,I never left home in this period,"Only in places that forced it,When most people were masking",Only in places that forced it,I never wore a mask when I left home,Once or twice a month,Never,"Rarely, when it could not be avoided",Once or twice a month,"Rarely, when it could not be avoided",[5],[0],"[5, 4]",[5],[6],5.0,0.0,4.5,5.0,6.0,"[5.0, 0.0, 4.5, 5.0, 6.0]",blue,2,0,1,2,1,"[2, 0, 1, 2, 1]",red
R_1o1EWanqMSBKyYo,11375,40.0,When most people were masking,When places were crowded,When places were crowded,When places were crowded,When places were crowded,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,[4],[2],[2],[2],[2],4.0,2.0,2.0,2.0,2.0,"[4.0, 2.0, 2.0, 2.0, 2.0]",red,1,1,1,2,2,"[1, 1, 1, 2, 2]",blue
R_1o86qJpTx1kCs27,11375,40.0,When places were crowded,When places were crowded,When places were crowded,When places were crowded,When places were crowded,Weekly,Weekly,Weekly,Weekly,Weekly,[2],[2],[2],[2],[2],2.0,2.0,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0]",green,3,3,3,3,3,"[3, 3, 3, 3, 3]",green
R_1oaJOMjloGgxgAE,10304,33.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1oC53vOK3JNWVdo,10005,19.0,"Only in places that forced it,Indoors","When most people were masking,When places were crowded",Only in places that forced it,"When most people were masking,Indoors",I never wore a mask when I left home,Once or twice a month,Weekly,Multiple times each week,Once or twice a month,"Rarely, when it could not be avoided","[5, 3]","[4, 2]",[5],"[4, 3]",[6],4.0,3.0,5.0,3.5,6.0,"[4.0, 3.0, 5.0, 3.5, 6.0]",blue,2,3,4,2,1,"[2, 3, 4, 2, 1]",red
R_1ochtQqz17TWjoE,11220,57.0,"Only in places that forced it,Indoors","When most people were masking,Indoors",When places were crowded,"When most people were masking,When places were crowded","When most people were masking,When places were crowded",The same as before the pandemic,Multiple times each week,Multiple times each week,The same as before the pandemic,Multiple times each week,"[5, 3]","[4, 3]",[2],"[4, 2]","[4, 2]",4.0,3.5,2.0,3.0,3.0,"[4.0, 3.5, 2.0, 3.0, 3.0]",red,5,4,4,5,4,"[5, 4, 4, 5, 4]",red
R_1ODDbOXJ0TeQz9W,10302,19.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_1ODzvaDMCcQzLGe,10002,121.0,I never left home in this period,I always wore it when I left home,When most people were masking,When places were crowded,I always wore it when I left home,"Rarely, when it could not be avoided",Once or twice a month,Weekly,Once or twice a month,Never,[0],[1],[4],[2],[1],0.0,1.0,4.0,2.0,1.0,"[0.0, 1.0, 4.0, 2.0, 1.0]",blue,1,2,3,2,0,"[1, 2, 3, 2, 0]",red
R_1oFs1hewOHVxuev,10003,14.0,"When most people were masking,Indoors","When most people were masking,Indoors","When most people were masking,Indoors","When most people were masking,Indoors","When most people were masking,Indoors",Multiple times each week,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","[4, 3]","[4, 3]","[4, 3]","[4, 3]","[4, 3]",3.5,3.5,3.5,3.5,3.5,"[3.5, 3.5, 3.5, 3.5, 3.5]",green,4,1,1,1,1,"[4, 1, 1, 1, 1]",red
R_1OH8PYp8E9LiHq8,11226,92.0,I always wore it when I left home,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Never,[1],[0],[1],[1],[1],1.0,0.0,1.0,1.0,1.0,"[1.0, 0.0, 1.0, 1.0, 1.0]",orange,0,0,1,1,0,"[0, 0, 1, 1, 0]",orange
R_1OkliczbYbSw9DG,10002,121.0,When most people were masking,When most people were masking,When most people were masking,When most people were masking,When most people were masking,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,The same as before the pandemic,[4],[4],[4],[4],[4],4.0,4.0,4.0,4.0,4.0,"[4.0, 4.0, 4.0, 4.0, 4.0]",green,5,5,5,5,5,"[5, 5, 5, 5, 5]",green
R_1ookOBrSNkB5hRk,10002,121.0,Only in places that forced it,Indoors,Indoors,Indoors,Indoors,"Rarely, when it could not be avoided",Once or twice a month,Multiple times each week,Once or twice a month,Once or twice a month,[5],[3],[3],[3],[3],5.0,3.0,3.0,3.0,3.0,"[5.0, 3.0, 3.0, 3.0, 3.0]",red,1,2,4,2,2,"[1, 2, 4, 2, 2]",blue
R_1ooSBnT0XbVKgVB,10003,14.0,When places were crowded,When places were crowded,"When most people were masking,When places were crowded",Only in places that forced it,"Only in places that forced it,When most people were masking",Weekly,Weekly,Weekly,Multiple times each week,The same as before the pandemic,[2],[2],"[4, 2]",[5],"[5, 4]",2.0,2.0,3.0,5.0,4.5,"[2.0, 2.0, 3.0, 5.0, 4.5]",blue,3,3,3,4,5,"[3, 3, 3, 4, 5]",blue
R_1Ooz7rM33iGUhW7,10453,73.0,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,I never left home in this period,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[0],[0],[0],[0],[0],0.0,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]",green,1,1,1,1,1,"[1, 1, 1, 1, 1]",green
R_1opqS5hEVQL2YjG,10014,5.0,I never left home in this period,When most people were masking,Indoors,When most people were masking,I never wore a mask when I left home,Never,Weekly,The same as before the pandemic,Weekly,Once or twice a month,[0],[4],[3],[4],[6],0.0,4.0,3.0,4.0,6.0,"[0.0, 4.0, 3.0, 4.0, 6.0]",blue,0,3,5,3,2,"[0, 3, 5, 3, 2]",blue
R_1OV4wHUZy3PyP6D,10005,19.0,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,Weekly,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[0],[1],[1],[1],[2],0.0,1.0,1.0,1.0,2.0,"[0.0, 1.0, 1.0, 1.0, 2.0]",blue,3,1,1,1,1,"[3, 1, 1, 1, 1]",red
R_1OVkf6RSzIQMSLu,11226,92.0,I always wore it when I left home,I never left home in this period,When most people were masking,I never left home in this period,I always wore it when I left home,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[1],[0],[4],[0],[1],1.0,0.0,4.0,0.0,1.0,"[1.0, 0.0, 4.0, 0.0, 1.0]",orange,2,2,2,2,2,"[2, 2, 2, 2, 2]",green
R_1OvRDuo5TEVbwFM,11433,38.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,Weekly,Weekly,Weekly,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,5,3,3,3,0,"[5, 3, 3, 3, 0]",red
R_1Ow3p2I6i1EoDnQ,10469,2.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Once or twice a month,Weekly,Once or twice a month,"Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,2,2,3,2,1,"[2, 2, 3, 2, 1]",red
R_1oyVo4N6k02rcUe,11220,57.0,Only in places that forced it,"Only in places that forced it,Indoors",Only in places that forced it,"Only in places that forced it,Indoors","Only in places that forced it,Indoors",Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[5],"[5, 3]",[5],"[5, 3]","[5, 3]",5.0,4.0,5.0,4.0,4.0,"[5.0, 4.0, 5.0, 4.0, 4.0]",red,2,2,2,2,2,"[2, 2, 2, 2, 2]",green
R_1ozQ5DmmaFiT9Fj,10002,121.0,When most people were masking,Only in places that forced it,I never left home in this period,I never left home in this period,I never left home in this period,Once or twice a month,"Rarely, when it could not be avoided",Once or twice a month,"Rarely, when it could not be avoided",Once or twice a month,[4],[5],[0],[0],[0],4.0,5.0,0.0,0.0,0.0,"[4.0, 5.0, 0.0, 0.0, 0.0]",red,2,1,2,1,2,"[2, 1, 2, 1, 2]",orange
R_1pEX6KsmQJXHNTD,10002,121.0,I never left home in this period,I never wore a mask when I left home,I never left home in this period,I never wore a mask when I left home,Only in places that forced it,The same as before the pandemic,Multiple times each week,The same as before the pandemic,Multiple times each week,Multiple times each week,[0],[6],[0],[6],[5],0.0,6.0,0.0,6.0,5.0,"[0.0, 6.0, 0.0, 6.0, 5.0]",blue,5,4,5,4,4,"[5, 4, 5, 4, 4]",red
R_1pldT2TID5vcJ19,10453,73.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,1,1,1,"[0, 0, 1, 1, 1]",blue
R_1pLETLYotXwqCwy,10004,11.0,I always wore it when I left home,When places were crowded,I never left home in this period,I never left home in this period,I never left home in this period,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Multiple times each week,Once or twice a month,[1],[2],[0],[0],[0],1.0,2.0,0.0,0.0,0.0,"[1.0, 2.0, 0.0, 0.0, 0.0]",red,1,1,2,4,2,"[1, 1, 2, 4, 2]",blue
R_1pMVYqWAPSg8bAf,10002,121.0,When places were crowded,I always wore it when I left home,When most people were masking,Indoors,"Only in places that forced it,When places were crowded",Once or twice a month,Weekly,Once or twice a month,Weekly,Weekly,[2],[1],[4],[3],"[5, 2]",2.0,1.0,4.0,3.0,3.5,"[2.0, 1.0, 4.0, 3.0, 3.5]",blue,2,3,2,3,3,"[2, 3, 2, 3, 3]",blue
R_1pmWdnurRwFYFvS,10473,66.0,I always wore it when I left home,When places were crowded,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Weekly,Weekly,Multiple times each week,The same as before the pandemic,The same as before the pandemic,[1],[2],[1],[1],[1],1.0,2.0,1.0,1.0,1.0,"[1.0, 2.0, 1.0, 1.0, 1.0]",orange,3,3,4,5,5,"[3, 3, 4, 5, 5]",blue
R_1poFjLJQLBXoNCD,10029,108.0,When places were crowded,When places were crowded,When places were crowded,When places were crowded,When places were crowded,"Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[2],[2],[2],[2],[2],2.0,2.0,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0]",green,1,0,1,1,1,"[1, 0, 1, 1, 1]",orange
R_1pQm0Hiba6aDrRZ,11231,2.0,Only in places that forced it,"Only in places that forced it,When most people were masking,When places were crowded",Only in places that forced it,Only in places that forced it,Only in places that forced it,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Weekly,Weekly,[5],"[5, 4, 2]",[5],[5],[5],5.0,3.6666666666666665,5.0,5.0,5.0,"[5.0, 3.6666666666666665, 5.0, 5.0, 5.0]",orange,1,1,2,3,3,"[1, 1, 2, 3, 3]",blue
R_1pRJhANptwonKva,11375,40.0,When places were crowded,When places were crowded,When places were crowded,When places were crowded,When places were crowded,Weekly,Weekly,Once or twice a month,Once or twice a month,Once or twice a month,[2],[2],[2],[2],[2],2.0,2.0,2.0,2.0,2.0,"[2.0, 2.0, 2.0, 2.0, 2.0]",green,3,3,2,2,2,"[3, 3, 2, 2, 2]",red
R_1PRVmS7E8lujlR2,10029,108.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1pt9ZIZ8wGpCIRC,10002,121.0,I never left home in this period,I never wore a mask when I left home,I never left home in this period,I never left home in this period,Only in places that forced it,The same as before the pandemic,Multiple times each week,The same as before the pandemic,Multiple times each week,The same as before the pandemic,[0],[6],[0],[0],[5],0.0,6.0,0.0,0.0,5.0,"[0.0, 6.0, 0.0, 0.0, 5.0]",blue,5,4,5,4,5,"[5, 4, 5, 4, 5]",orange
R_1pu4xw6tHErbLJT,11234,99.0,I never wore a mask when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,The same as before the pandemic,Never,Never,Never,Never,[6],[1],[1],[1],[1],6.0,1.0,1.0,1.0,1.0,"[6.0, 1.0, 1.0, 1.0, 1.0]",red,5,0,0,0,0,"[5, 0, 0, 0, 0]",red
R_1PUgpyC5erqj5gn,10473,66.0,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[0],[1],[1],[1],[1],0.0,1.0,1.0,1.0,1.0,"[0.0, 1.0, 1.0, 1.0, 1.0]",blue,2,2,2,2,2,"[2, 2, 2, 2, 2]",green
R_1pul0Of2KXfbzhU,10304,33.0,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,Only in places that forced it,"Rarely, when it could not be avoided",Never,Never,"Rarely, when it could not be avoided",Once or twice a month,[5],[5],[5],[5],[5],5.0,5.0,5.0,5.0,5.0,"[5.0, 5.0, 5.0, 5.0, 5.0]",green,1,0,0,1,2,"[1, 0, 0, 1, 2]",blue
R_1PYuA65A7Fhlxfi,10473,66.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Multiple times each week,Multiple times each week,Multiple times each week,Multiple times each week,Multiple times each week,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,4,4,4,4,4,"[4, 4, 4, 4, 4]",green
R_1q1IB5i4hcnucLj,10029,108.0,When places were crowded,Indoors,"Indoors,When places were crowded","Indoors,When places were crowded","Indoors,When places were crowded","Rarely, when it could not be avoided",Never,"Rarely, when it could not be avoided",Once or twice a month,Once or twice a month,[2],[3],"[3, 2]","[3, 2]","[3, 2]",2.0,3.0,2.5,2.5,2.5,"[2.0, 3.0, 2.5, 2.5, 2.5]",blue,1,0,1,2,2,"[1, 0, 1, 2, 2]",blue
R_1q3vhsmRooumR6e,11225,4.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Multiple times each week,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",Once or twice a month,Never,[1],[1],[1],[1],[1],1.0,1.0,1.0,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]",green,4,1,1,2,0,"[4, 1, 1, 2, 0]",red
R_1q7C3HrSs07ZLBu,10002,121.0,"When most people were masking,Indoors",I always wore it when I left home,"When most people were masking,Indoors","Only in places that forced it,When places were crowded","Only in places that forced it,Indoors",Multiple times each week,Weekly,Multiple times each week,Multiple times each week,Multiple times each week,"[4, 3]",[1],"[4, 3]","[5, 2]","[5, 3]",3.5,1.0,3.5,3.5,4.0,"[3.5, 1.0, 3.5, 3.5, 4.0]",blue,4,3,4,4,4,"[4, 3, 4, 4, 4]",orange
R_1q8x5YolwJR8Nzq,10467,5.0,"Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking","Only in places that forced it,When most people were masking",When most people were masking,I always wore it when I left home,Weekly,Weekly,Weekly,Weekly,Weekly,"[5, 4]","[5, 4]","[5, 4]",[4],[1],4.5,4.5,4.5,4.0,1.0,"[4.5, 4.5, 4.5, 4.0, 1.0]",red,3,3,3,3,3,"[3, 3, 3, 3, 3]",green
R_1Qa5hyo6XILA1Dc,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I never left home in this period,I never left home in this period,Never,Never,"Rarely, when it could not be avoided","Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[1],[1],[0],[0],1.0,1.0,1.0,0.0,0.0,"[1.0, 1.0, 1.0, 0.0, 0.0]",red,0,0,1,1,1,"[0, 0, 1, 1, 1]",blue
R_1Qae9Ejj4AccHGF,10029,108.0,When places were crowded,"When most people were masking,Indoors",I never left home in this period,When most people were masking,When most people were masking,Never,Never,Never,Never,Never,[2],"[4, 3]",[0],[4],[4],2.0,3.5,0.0,4.0,4.0,"[2.0, 3.5, 0.0, 4.0, 4.0]",blue,0,0,0,0,0,"[0, 0, 0, 0, 0]",green
R_1QAtwJRZy4ZSCXV,10458,2.0,I never left home in this period,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,Never,"Rarely, when it could not be avoided",Never,Never,Never,[0],[1],[1],[1],[1],0.0,1.0,1.0,1.0,1.0,"[0.0, 1.0, 1.0, 1.0, 1.0]",blue,0,1,0,0,0,"[0, 1, 0, 0, 0]",orange
R_1qb43ww81ebC1zJ,10304,33.0,I never left home in this period,I never left home in this period,When places were crowded,I always wore it when I left home,I always wore it when I left home,Never,Never,Never,Never,"Rarely, when it could not be avoided",[0],[0],[2],[1],[1],0.0,0.0,2.0,1.0,1.0,"[0.0, 0.0, 2.0, 1.0, 1.0]",blue,0,0,0,0,1,"[0, 0, 0, 0, 1]",blue
R_1QcHnaULob0hBXA,10025,134.0,I always wore it when I left home,I always wore it when I left home,I always wore it when I left home,When places were crowded,I always wore it when I left home,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,Once or twice a month,[1],[1],[1],[2],[1],1.0,1.0,1.0,2.0,1.0,"[1.0, 1.0, 1.0, 2.0, 1.0]",orange,2,2,2,2,2,"[2, 2, 2, 2, 2]",green
R_1QFK6lwRH2Pbgp9,10025,134.0,When most people were masking,I never wore a mask when I left home,When places were crowded,Indoors,Only in places that forced it,Multiple times each week,Weekly,Weekly,Weekly,Multiple times each week,[4],[6],[2],[3],[5],4.0,6.0,2.0,3.0,5.0,"[4.0, 6.0, 2.0, 3.0, 5.0]",blue,4,3,3,3,4,"[4, 3, 3, 3, 4]",orange
R_1qgHxHYg1qeZl2J,10456,3.0,I always wore it when I left home,Indoors,When places were crowded,I always wore it when I left home,When places were crowded,"Rarely, when it could not be avoided",Weekly,Once or twice a month,"Rarely, when it could not be avoided","Rarely, when it could not be avoided",[1],[3],[2],[1],[2],1.0,3.0,2.0,1.0,2.0,"[1.0, 3.0, 2.0, 1.0, 2.0]",blue,1,3,2,1,1,"[1, 3, 2, 1, 1]",orange
