"","ResponseId","zipcode","loss_gain_1","loss_loss_1","loss_gain_2","loss_loss_2","loss_gain_3","loss_loss_3","alloc_debt","alloc_spend","alloc_save","alloc_invest","Age","Risk_preference","amount_later17","question","delay_sooner","delay_later","amount_sooner","amount_later","question_num","block","choice","choice_text","score","presbias","absolmag","gainloss"
"2422","R_20Oq0t8sMY23kJm","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","200","300","200","300",35,0,1000,"Q13",0,12,5000,7500,13,"block3",0,"Receiving $5000 right now",10,1,0,1
"2423","R_20Oq0t8sMY23kJm","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","200","300","200","300",35,0,1000,"Q16",12,24,500,750,16,"anom1",1,"Receiving $750 in 24 months (2 years)",10,1,0,1
"2424","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q1",0,12,500,550,1,"block1",0,"Receiving $500 right now",11,0,0,1
"2425","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q2",0,12,500,600,2,"block1",0,"Receiving $500 right now",11,0,0,1
"2426","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q3",0,12,500,750,3,"block1",0,"Receiving $500 right now",11,0,0,1
"2427","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q6",0,12,500,550,6,"block2",0,"Paying $500 right now",11,0,0,1
"2428","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q9",0,12,500,510,9,"block2",0,"Paying $500 right now",11,0,0,1
"2429","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q10",0,12,500,505,10,"block2",0,"Paying $500 right now",11,0,0,1
"2430","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q11",0,12,5000,5500,11,"block3",0,"Receiving $5000 right now",11,0,0,1
"2431","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q12",0,12,5000,6000,12,"block3",0,"Receiving $5000 right now",11,0,0,1
"2432","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q13",0,12,5000,7500,13,"block3",0,"Receiving $5000 right now",11,0,0,1
"2433","R_20tAGPiBUrfRcAN","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","100","300","500","100",25,2,1000,"Q16",12,24,500,750,16,"anom1",0,"Receiving $500 in 12 months (1 year)",11,0,0,1
"2434","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q1",0,12,500,550,1,"block1",0,"Receiving $500 right now",16,0,0,0
"2435","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q2",0,12,500,600,2,"block1",0,"Receiving $500 right now",16,0,0,0
"2436","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q3",0,12,500,750,3,"block1",0,"Receiving $500 right now",16,0,0,0
"2437","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q6",0,12,500,550,6,"block2",1,"Paying $550 in 12 months",16,0,0,0
"2438","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q7",0,12,500,600,7,"block2",1,"Paying $600 in 12 months",16,0,0,0
"2439","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q8",0,12,500,750,8,"block2",1,"Paying $750 in 12 months",16,0,0,0
"2440","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q11",0,12,5000,5500,11,"block3",0,"Receiving $5000 right now",16,0,0,0
"2441","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q12",0,12,5000,6000,12,"block3",0,"Receiving $5000 right now",16,0,0,0
"2442","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q13",0,12,5000,7500,13,"block3",0,"Receiving $5000 right now",16,0,0,0
"2443","R_20YBLkuKFpGrZ6h","10029 East Harlem (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","500","200","200","100",35,0,1000,"Q16",12,24,500,750,16,"anom1",0,"Receiving $500 in 12 months (1 year)",16,0,0,0
"2444","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q1",0,12,500,550,1,"block1",0,"Receiving $500 right now",12,0,0,0
"2445","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q2",0,12,500,600,2,"block1",0,"Receiving $500 right now",12,0,0,0
"2446","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q3",0,12,500,750,3,"block1",0,"Receiving $500 right now",12,0,0,0
"2447","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q6",0,12,500,550,6,"block2",0,"Paying $500 right now",12,0,0,0
"2448","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q9",0,12,500,510,9,"block2",0,"Paying $500 right now",12,0,0,0
"2449","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q10",0,12,500,505,10,"block2",1,"Paying $505 in 12 months",12,0,0,0
"2450","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q11",0,12,5000,5500,11,"block3",0,"Receiving $5000 right now",12,0,0,0
"2451","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q12",0,12,5000,6000,12,"block3",0,"Receiving $5000 right now",12,0,0,0
"2452","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q13",0,12,5000,7500,13,"block3",0,"Receiving $5000 right now",12,0,0,0
"2453","R_217hab5dxw0VFYI","11234 Canarsie - Flatlands (Brooklyn)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","40","9","9","942",28,3,1000,"Q16",12,24,500,750,16,"anom1",0,"Receiving $500 in 12 months (1 year)",12,0,0,0
"2454","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q1",0,12,500,550,1,"block1",0,"Receiving $500 right now",12,0,0,0
"2455","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q2",0,12,500,600,2,"block1",0,"Receiving $500 right now",12,0,0,0
"2456","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q3",0,12,500,750,3,"block1",0,"Receiving $500 right now",12,0,0,0
"2457","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q6",0,12,500,550,6,"block2",0,"Paying $500 right now",12,0,0,0
"2458","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q9",0,12,500,510,9,"block2",0,"Paying $500 right now",12,0,0,0
"2459","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q10",0,12,500,505,10,"block2",1,"Paying $505 in 12 months",12,0,0,0
"2460","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q11",0,12,5000,5500,11,"block3",0,"Receiving $5000 right now",12,0,0,0
"2461","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q12",0,12,5000,6000,12,"block3",0,"Receiving $5000 right now",12,0,0,0
"2462","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q13",0,12,5000,7500,13,"block3",0,"Receiving $5000 right now",12,0,0,0
"2463","R_21dl9pe3yJwOwqA","10002 Union Square - Lower East Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","600","0","400","0",38,0,1000,"Q16",12,24,500,750,16,"anom1",0,"Receiving $500 in 12 months (1 year)",12,0,0,0
"2464","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q1",0,12,500,550,1,"block1",0,"Receiving $500 right now",16,0,0,0
"2465","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q2",0,12,500,600,2,"block1",0,"Receiving $500 right now",16,0,0,0
"2466","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q3",0,12,500,750,3,"block1",0,"Receiving $500 right now",16,0,0,0
"2467","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q6",0,12,500,550,6,"block2",1,"Paying $550 in 12 months",16,0,0,0
"2468","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q7",0,12,500,600,7,"block2",1,"Paying $600 in 12 months",16,0,0,0
"2469","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q8",0,12,500,750,8,"block2",1,"Paying $750 in 12 months",16,0,0,0
"2470","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q11",0,12,5000,5500,11,"block3",0,"Receiving $5000 right now",16,0,0,0
"2471","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q12",0,12,5000,6000,12,"block3",0,"Receiving $5000 right now",16,0,0,0
"2472","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q13",0,12,5000,7500,13,"block3",0,"Receiving $5000 right now",16,0,0,0
"2473","R_21dlqm2GbyWtxrz","11433 Jamaica (Queens)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500","100","700","200","0",40,0,1000,"Q16",12,24,500,750,16,"anom1",0,"Receiving $500 in 12 months (1 year)",16,0,0,0
"2474","R_21dNkYYFIdjtINu","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150",39,0,1000,"Q1",0,12,500,550,1,"block1",0,"Receiving $500 right now",11,0,0,0
"2475","R_21dNkYYFIdjtINu","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150",39,0,1000,"Q2",0,12,500,600,2,"block1",0,"Receiving $500 right now",11,0,0,0
"2476","R_21dNkYYFIdjtINu","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150",39,0,1000,"Q3",0,12,500,750,3,"block1",1,"Receiving $750 in 12 months",11,0,0,0
"2477","R_21dNkYYFIdjtINu","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150",39,0,1000,"Q6",0,12,500,550,6,"block2",1,"Paying $550 in 12 months",11,0,0,0
"2478","R_21dNkYYFIdjtINu","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150",39,0,1000,"Q7",0,12,500,600,7,"block2",0,"Paying $500 right now",11,0,0,0
"2479","R_21dNkYYFIdjtINu","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150",39,0,1000,"Q11",0,12,5000,5500,11,"block3",0,"Receiving $5000 right now",11,0,0,0
"2480","R_21dNkYYFIdjtINu","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150",39,0,1000,"Q12",0,12,5000,6000,12,"block3",1,"Receiving $6000 in 12 months",11,0,0,0
"2481","R_21dNkYYFIdjtINu","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","300","250","300","150",39,0,1000,"Q16",12,24,500,750,16,"anom1",0,"Receiving $500 in 12 months (1 year)",11,0,0,0
"2482","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q1",0,12,500,550,1,"block1",0,"Receiving $500 right now",11,0,0,1
"2483","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q2",0,12,500,600,2,"block1",0,"Receiving $500 right now",11,0,0,1
"2484","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q3",0,12,500,750,3,"block1",0,"Receiving $500 right now",11,0,0,1
"2485","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q6",0,12,500,550,6,"block2",0,"Paying $500 right now",11,0,0,1
"2486","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q9",0,12,500,510,9,"block2",0,"Paying $500 right now",11,0,0,1
"2487","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q10",0,12,500,505,10,"block2",0,"Paying $500 right now",11,0,0,1
"2488","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q11",0,12,5000,5500,11,"block3",0,"Receiving $5000 right now",11,0,0,1
"2489","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q12",0,12,5000,6000,12,"block3",0,"Receiving $5000 right now",11,0,0,1
"2490","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q13",0,12,5000,7500,13,"block3",0,"Receiving $5000 right now",11,0,0,1
"2491","R_21G5OvOdQoiLvZE","10025 Upper West Side (Manhattan)","A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000","600","200","200","0",51,0,1000,"Q16",12,24,500,750,16,"anom1",0,"Receiving $500 in 12 months (1 year)",11,0,0,1
"2492","R_21I0l5jKz1I3fAR","11226 East Flatbush - Flatbush (Brooklyn)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","0","0","0","1000",23,0,1000,"Q1",0,12,500,550,1,"block1",0,"Receiving $500 right now",11,0,0,1
"2493","R_21I0l5jKz1I3fAR","11226 East Flatbush - Flatbush (Brooklyn)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","0","0","0","1000",23,0,1000,"Q2",0,12,500,600,2,"block1",0,"Receiving $500 right now",11,0,0,1
"2494","R_21I0l5jKz1I3fAR","11226 East Flatbush - Flatbush (Brooklyn)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","0","0","0","1000",23,0,1000,"Q3",0,12,500,750,3,"block1",0,"Receiving $500 right now",11,0,0,1
"2495","R_21I0l5jKz1I3fAR","11226 East Flatbush - Flatbush (Brooklyn)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","0","0","0","1000",23,0,1000,"Q6",0,12,500,550,6,"block2",0,"Paying $500 right now",11,0,0,1
"2496","R_21I0l5jKz1I3fAR","11226 East Flatbush - Flatbush (Brooklyn)","An 80% chance of receiving $6,000","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 45% chance of receiving $9,000","A 45% chance of losing $9,000","0","0","0","1000",23,0,1000,"Q9",0,12,500,510,9,"block2",0,"Paying $500 right now",11,0,0,1
