ResponseId,zipcode,loss_gain_1,loss_loss_1,loss_gain_2,loss_loss_2,loss_gain_3,loss_loss_3,alloc_debt,alloc_spend,alloc_save,alloc_invest,Age,Risk_preference,amount_later17,question,delay_sooner,delay_later,amount_sooner,amount_later,question_num,block,choice,choice_text,score,presbias,absolmag,gainloss
R_27CJXihxMb01yMg,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,250,250,0,59,0,600,Q11,0,12,5000,5500,11,block3,1,Receiving $5500 in 12 months,8,0,1,0
R_27CJXihxMb01yMg,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,250,250,0,59,0,600,Q14,0,12,5000,5100,14,block3,1,Receiving $5100 in 12 months,8,0,1,0
R_27CJXihxMb01yMg,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,250,250,0,59,0,600,Q15,0,12,5000,5050,15,block3,1,Receiving $5050 in 12 months,8,0,1,0
R_27CJXihxMb01yMg,11234 Canarsie - Flatlands (Brooklyn),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",500,250,250,0,59,0,600,Q16,12,24,500,550,16,anom1,0,Receiving $500 in 12 months (1 year),8,0,1,0
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q2,0,12,500,600,2,block1,0,Receiving $500 right now,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q3,0,12,500,750,3,block1,0,Receiving $500 right now,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q6,0,12,500,550,6,block2,0,Paying $500 right now,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q9,0,12,500,510,9,block2,0,Paying $500 right now,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q10,0,12,500,505,10,block2,0,Paying $500 right now,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q11,0,12,5000,5500,11,block3,0,Receiving $5000 right now,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q12,0,12,5000,6000,12,block3,0,Receiving $5000 right now,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q13,0,12,5000,7500,13,block3,1,Receiving $7500 in 12 months,10,0,1,1
R_27Cl7Mlpi2oe91m,10304 Stapleton - St. George (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",300,200,500,0,22,0,1000,Q16,12,24,500,750,16,anom1,0,Receiving $500 in 12 months (1 year),10,0,1,1
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,0,0,0
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q2,0,12,500,600,2,block1,0,Receiving $500 right now,9,0,0,0
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q3,0,12,500,750,3,block1,1,Receiving $750 in 12 months,9,0,0,0
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q6,0,12,500,550,6,block2,1,Paying $550 in 12 months,9,0,0,0
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q7,0,12,500,600,7,block2,0,Paying $500 right now,9,0,0,0
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q11,0,12,5000,5500,11,block3,1,Receiving $5500 in 12 months,9,0,0,0
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q14,0,12,5000,5100,14,block3,1,Receiving $5100 in 12 months,9,0,0,0
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q15,0,12,5000,5050,15,block3,0,Receiving $5000 right now,9,0,0,0
R_27EEj10RGWSAtG3,10007 Lower Manhattan (Manhattan),"An 80% chance of receiving $6,000","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",200,200,200,400,27,0,1000,Q16,12,24,500,750,16,anom1,0,Receiving $500 in 12 months (1 year),9,0,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q2,0,12,500,600,2,block1,0,Receiving $500 right now,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q3,0,12,500,750,3,block1,0,Receiving $500 right now,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q6,0,12,500,550,6,block2,1,Paying $550 in 12 months,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q7,0,12,500,600,7,block2,1,Paying $600 in 12 months,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q8,0,12,500,750,8,block2,1,Paying $750 in 12 months,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q11,0,12,5000,5500,11,block3,0,Receiving $5000 right now,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q12,0,12,5000,6000,12,block3,0,Receiving $5000 right now,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q13,0,12,5000,7500,13,block3,0,Receiving $5000 right now,15,1,0,0
R_27lmrtOYknHNpaE,10302 Port Richmond (Staten Island),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",300,200,300,200,46,0,1000,Q16,12,24,500,750,16,anom1,1,Receiving $750 in 24 months (2 years),15,1,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,13,0,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q2,0,12,500,600,2,block1,0,Receiving $500 right now,13,0,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q3,0,12,500,750,3,block1,0,Receiving $500 right now,13,0,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q6,0,12,500,550,6,block2,0,Paying $500 right now,13,0,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q9,0,12,500,510,9,block2,1,Paying $510 in 12 months,13,0,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q11,0,12,5000,5500,11,block3,0,Receiving $5000 right now,13,0,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q12,0,12,5000,6000,12,block3,0,Receiving $5000 right now,13,0,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q13,0,12,5000,7500,13,block3,0,Receiving $5000 right now,13,0,0,0
R_27lYY6dh2sghbYA,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",250,300,250,200,33,0,1000,Q16,12,24,500,750,16,anom1,0,Receiving $500 in 12 months (1 year),13,0,0,0
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,0,1
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q2,0,12,500,600,2,block1,0,Receiving $500 right now,14,0,0,1
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q3,0,12,500,750,3,block1,0,Receiving $500 right now,14,0,0,1
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q6,0,12,500,550,6,block2,1,Paying $550 in 12 months,14,0,0,1
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q7,0,12,500,600,7,block2,0,Paying $500 right now,14,0,0,1
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q11,0,12,5000,5500,11,block3,0,Receiving $5000 right now,14,0,0,1
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q12,0,12,5000,6000,12,block3,0,Receiving $5000 right now,14,0,0,1
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q13,0,12,5000,7500,13,block3,0,Receiving $5000 right now,14,0,0,1
R_27qCQZAPoUJvemW,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",415,52,272,261,48,0,1000,Q16,12,24,500,750,16,anom1,0,Receiving $500 in 12 months (1 year),14,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,8,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q2,0,12,500,600,2,block1,0,Receiving $500 right now,8,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q3,0,12,500,750,3,block1,0,Receiving $500 right now,8,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q6,0,12,500,550,6,block2,0,Paying $500 right now,8,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q9,0,12,500,510,9,block2,0,Paying $500 right now,8,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q10,0,12,500,505,10,block2,0,Paying $500 right now,8,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q11,0,12,5000,5500,11,block3,1,Receiving $5500 in 12 months,8,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q14,0,12,5000,5100,14,block3,0,Receiving $5000 right now,8,0,0,1
R_27Qmu7aulPSTXCQ,11433 Jamaica (Queens),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",700,300,0,0,33,0,1000,Q16,12,24,500,750,16,anom1,0,Receiving $500 in 12 months (1 year),8,0,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,9,1,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q2,0,12,500,600,2,block1,0,Receiving $500 right now,9,1,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q3,0,12,500,750,3,block1,0,Receiving $500 right now,9,1,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q6,0,12,500,550,6,block2,1,Paying $550 in 12 months,9,1,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q7,0,12,500,600,7,block2,0,Paying $500 right now,9,1,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q11,0,12,5000,5500,11,block3,1,Receiving $5500 in 12 months,9,1,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q14,0,12,5000,5100,14,block3,1,Receiving $5100 in 12 months,9,1,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q15,0,12,5000,5050,15,block3,0,Receiving $5000 right now,9,1,0,1
R_27wfk0kHvV3a55e,11226 East Flatbush - Flatbush (Brooklyn),"A 100% chance of receiving $4,500","A 100% chance of losing $4,500","A 25% chance of receiving $4,500","A 25% chance of losing $4,500","A 90% chance of receiving $4,500","A 90% chance of losing $4,500",200,100,500,200,28,0,1000,Q16,12,24,500,750,16,anom1,1,Receiving $750 in 24 months (2 years),9,1,0,1
R_27wVLUvmJu61BGr,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,40,0,1000,Q1,0,12,500,550,1,block1,0,Receiving $500 right now,14,0,1,1
R_27wVLUvmJu61BGr,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,40,0,1000,Q2,0,12,500,600,2,block1,0,Receiving $500 right now,14,0,1,1
R_27wVLUvmJu61BGr,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,40,0,1000,Q3,0,12,500,750,3,block1,0,Receiving $500 right now,14,0,1,1
R_27wVLUvmJu61BGr,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,40,0,1000,Q6,0,12,500,550,6,block2,1,Paying $550 in 12 months,14,0,1,1
R_27wVLUvmJu61BGr,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,40,0,1000,Q7,0,12,500,600,7,block2,1,Paying $600 in 12 months,14,0,1,1
R_27wVLUvmJu61BGr,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,40,0,1000,Q8,0,12,500,750,8,block2,0,Paying $500 right now,14,0,1,1
R_27wVLUvmJu61BGr,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,40,0,1000,Q11,0,12,5000,5500,11,block3,0,Receiving $5000 right now,14,0,1,1
R_27wVLUvmJu61BGr,10002 Union Square - Lower East Side (Manhattan),"A 100% chance of receiving $4,500","An 80% chance of losing $6,000","A 20% chance of receiving $6,000","A 20% chance of losing $6,000","A 90% chance of receiving $4,500","A 45% chance of losing $9,000",1000,0,0,0,40,0,1000,Q12,0,12,5000,6000,12,block3,0,Receiving $5000 right now,14,0,1,1
